1. FORM TYPE	2. REPORTING YEAR	3. TRADE SECRET INDICATOR	4. SANITIZED INDICATOR	5. TITLE OF CERTIFYING OFFICIAL	6. NAME OF CERTIFYING OFFICIAL	7. CERTIFYING OFFICIAL S SIGNATURE INDICATOR	8. DATE SIGNED	9. TRIFD	10. FACILITY NAME	11. FACILITY STREET	12. FACILITY CITY	13. FACILITY COUNTY	14. FACILITY STATE	15. FACILITY ZIP CODE	16. BIA CODE	17. TRIBE NAME	18. MAILING NAME	19. MAILING STREET	20. MAILING CITY	21. MAILING STATE	22. MAILING PROVINCE	23. MAILING ZIP CODE	24. ENTIRE FACILITY IND	25. PARTIAL FACILITY IND	26. FEDERAL FACILITY IND	27. GOCO FACILITY IND	28. ASSIGNED FED FACILITY FLAG	29. ASSIGNED PARTIAL FACILITY FLAG	30. PUBLIC CONTACT NAME	31. PUBLIC CONTACT PHONE	32. PUBLIC CONTACT PHONE EXT	33. PUBLIC CONTACT EMAIL	34. PRIMARY SIC CODE	35. SIC CODE 2	36. SIC CODE 3	37. SIC CODE 4	38. SIC CODE 5	39. SIC CODE 6	40. NAICS ORIGIN	41. PRIMARY NAICS CODE	42. NAICS CODE 2	43. NAICS CODE 3	44. NAICS CODE 4	45. NAICS CODE 5	46. NAICS CODE 6	47. LATITUDE	48. LONGITUDE	49. D and B NR A	50. D and B NR B	51. RCRA NR A	52. RCRA NR B	53. RCRA NR C	54. RCRA NR D	55. RCRA NR E	56. RCRA NR F	57. RCRA NR G	58. RCRA NR H	59. RCRA NR I	60. RCRA NR J	61. NPDES NR A	62. NPDES NR B	63. NPDES NR C	64. NPDES NR D	65. NPDES NR E	66. NPDES NR F	67. NPDES NR G	68. NPDES NR H	69. NPDES NR I	70. NPDES NR J	71. PARENT COMPANY NAME	72. PARENT COMPANY D and B NR	73. STANDARDIZED PARENT COMPANY NAME	74. FOREIGN PARENT COMPANY NAME	75. FOREIGN PARENT COMPANY D and B NR	76. STANDARDIZED FOREIGN PARENT COMPANY NAME	77. FRS FACILITY ID	78. DOCUMENT CONTROL NUMBER	79. CAS NUMBER	80. TRI_CHEM_ID	81. CHEMICAL NAME	82. MIXTURE NAME	83. ELEMENTAL METAL INCLUDED	84. CLASSIFICATION	85. UNIT OF MEASURE	86. HAZARDOUS AIR POLLUTANT - HAPS	87. CARCINOGEN	88. PFAS_IND	89. METAL IND	90. REVISION CODE 1	91. REVISION CODE 2	92. DIOXIN DISTRIBUTION 1	93. DIOXIN DISTRIBUTION 2	94. DIOXIN DISTRIBUTION 3	95. DIOXIN DISTRIBUTION 4	96. DIOXIN DISTRIBUTION 5	97. DIOXIN DISTRIBUTION 6	98. DIOXIN DISTRIBUTION 7	99. DIOXIN DISTRIBUTION 8	100. DIOXIN DISTRIBUTION 9	101. DIOXIN DISTRIBUTION 10	102. DIOXIN DISTRIBUTION 11	103. DIOXIN DISTRIBUTION 12	104. DIOXIN DISTRIBUTION 13	105. DIOXIN DISTRIBUTION 14	106. DIOXIN DISTRIBUTION 15	107. DIOXIN DISTRIBUTION 16	108. DIOXIN DISTRIBUTION 17	109. MAXIMUM AMOUNT ON SITE	110. FUGITIVE AIR EMISSIONS - TOTAL RELEASE POUNDS	111. FUGITIVE AIR EMISSIONS - TOTAL RELEASE RANGE CODE	112. TOTAL FUGITIVE AIR EMISSIONS	113. FUGITIVE AIR EMISSIONS - BASIS OF ESTIMATE	114. STACK AIR EMISSIONS - RELEASE POUNDS	115. STACK AIR EMISSIONS - RELEASE RANGE CODE	116. TOTAL STACK AIR EMISSIONS	117. STACK AIR EMISSIONS - BASIS OF ESTIMATE	118. TOTAL AIR EMISSIONS	119. DISCHARGES TO STREAM A - STREAM NAME	120. DISCHARGES TO STREAM A - RELEASE POUNDS	121. DISCHARGES TO STREAM A - RELEASE RANGE CODE	122. TOTAL DISCHARGES TO STREAM A	123. DISCHARGES TO STREAM A - BASIS OF ESTIMATE	124. DISCHARGES TO STREAM A -     % FROM STORMWATER	125. DISCHARGES TO STREAM B - STREAM NAME	126. DISCHARGES TO STREAM B - RELEASE POUNDS	127. DISCHARGES TO STREAM B - RELEASE RANGE CODE	128. TOTAL DISCHARGES TO STREAM B	129. DISCHARGES TO STREAM B - BASIS OF ESTIMATE	130. DISCHARGES TO STREAM B - % FROM STORMWATER	131. DISCHARGES TO STREAM C - STREAM NAME	132. DISCHARGES TO STREAM C - RELEASE POUNDS	133. DISCHARGES TO STREAM C - RELEASE RANGE CODE	134. TOTAL DISCHARGES TO STREAM C	135. DISCHARGES TO STREAM C - BASIS OF ESTIMATE	136. DISCHARGES TO STREAM C - % FROM STORMWATER	137. DISCHARGES TO STREAM D - STREAM NAME	138. DISCHARGES TO STREAM D - RELEASE POUNDS	139. DISCHARGES TO STREAM D - RELEASE RANGE CODE	140. TOTAL DISCHARGES TO STREAM D	141. DISCHARGES TO STREAM D - BASIS OF ESTIMATE	142. DISCHARGES TO STREAM D - % FROM STORMWATER	143. DISCHARGES TO STREAM E - STREAM NAME	144. DISCHARGES TO STREAM E - RELEASE POUNDS	145. DISCHARGES TO STREAM E - RELEASE RANGE CODE	146. TOTAL DISCHARGES TO STREAM E	147. DISCHARGES TO STREAM E - BASIS OF ESTIMATE	148. DISCHARGES TO STREAM E - % FROM STORMWATER	149. DISCHARGES TO STREAM F - STREAM NAME	150. DISCHARGES TO STREAM F - RELEASE POUNDS	151. DISCHARGES TO STREAM F - RELEASE RANGE CODE	152 TOTAL DISCHARGES TO STREAM F	153 DISCHARGES TO STREAM F - BASIS FOR ESTIMATE	154. DISCHARGES TO STREAM F - % FROM STORMWATER	155. DISCHARGES TO STREAM G - STREAM NAME	156. DISCHARGES TO STREAM G - RELEASE POUNDS	157. DISCHARGES TO STREAM G - RELEASE RANGE CODE	158. TOTAL DISCHARGES TO STREAM G	159. DISCHARGES TO STREAM G - BASIS FOR ESTIMATE	160. DISCHARGES TO STREAM G - % FROM STORMWATER	161. DISCHARGES TO STREAM H - STREAM NAME	162. DISCHARGES TO STREAM H - RELEASE POUNDS	163. DISCHARGES TO STREAM H - RELEASE RANGE CODE	164. TOTAL DISCHARGES TO STREAM H	165. DISCHARGES TO STREAM H - BASIS FOR ESTIMATE	166. DISCHARGES TO STREAM H - % FROM STORMWATER	167. DISCHARGES TO STREAM I - STREAM NAME	168. DISCHARGES TO STREAM I - RELEASE POUNDS	169. DISCHARGES TO STREAM I - RELEASE RANGE CODE	170. TOTAL DISCHARGES TO STREAM I	171. DISCHARGES TO STREAM I - BASIS FOR ESTIMATE	172. DISCHARGES TO STREAM I - % FROM STORMWATER	173. TOTAL NUMBER OF RECEIVING STREAMS	174. TOTAL SURFACE WATER DISCHARGE	175. ON-SITE UNDERGROUND INJ -  RELEASE POUNDS	176. ON-SITE UNDERGROUND INJ - RELEASE RANGE CODE	177. TOTAL ON-SITE UNDERGROUND INJ - POUNDS	178. ON-SITE UNDERGROUND INJ - BASIS FOR ESTIMATE	179. ON-SITE UGRND INJ TO CL I WELLS - RELEASE POUNDS	180. ON-SITE UGRND INJ TO CL I WELLS - RELEASE RANGE CODE	181. TOTAL ON-SITE UGRND INJ TO CL I WELLS - POUNDS	182. ON-SITE UGRND INJ TO CL I WELLS - BASIS OF ESTIMATE	183. ON-SITE UGRND INJ TO CL II-V WELLS - RELEASE POUNDS	184. ON-SITE UGRND INJ TO CL II-V WELLS - RELEASE RANGE CODE	185. TOTAL ON-SITE UGRND INJ TO CL II-V WELLS - POUNDS	186. ON-SITE UNGRND INJ TO CL II-V WELLS - BASIS OF ESTIMATE	187. TOTAL ON-SITE UNDERGROUND INJECTION	188. ON-SITE LANDFILLS - RELEASE POUNDS	189. ON-SITE LANDFILLS - RELEASE RANGE CODE	190. TOTAL ON-SITE LANDFILLS	191. ON-SITE LANDFILLS - BASIS OF ESTIMATE	192. ON-SITE RCRA SUBTITLE C LANDFILLS - RELEASE POUNDS	193. ON-SITE RCRA SUBTITLE C LANDFILLS - RELEASE RANGE CODE	194. TOTAL ON-SITE RCRA SUBTITLE C LANDFILLS - POUNDS	195. ON-SITE RCRA SUBTITLE C LANDFILLS - BASIS OF ESTIMATE	196. OTHER LANDFILLS - RELEASE POUNDS	197. OTHER LANDFILLS - RELEASE RANGE CODE	198. TOTAL OTHER ON-SITE LANDFILLS	199. OTHER LANDFILLS - BASIS OF ESTIMATE	200. LAND TRTMT/APPL FARMING - RELEASE POUNDS	201. LAND TRTMT/APPL FARMING - RELEASE RANGE CODE	202. TOTAL ON-SITE LAND TREATMENT	203. LAND TRTMT/APPL FARMING - BASIS OF ESTIMATE	204. SURFACE IMPOUNDMENT - RELEASE POUNDS	205. SURFACE IMPOUNDMENT - RANGE CODE	206. TOTAL SURFACE IMPOUNDMENTS	207. SURFACE IMPOUNDMENT - BASIS OF ESTIMATE	208. RCRA C SURFACE IMPOUNDMENT - RELEASE POUNDS	209. RCRA C SURFACE IMPOUNDMENT - RANGE CODE	210. TOTAL RCRA C SURFACE IMPOUNDMENTS	211. RCRA C SURFACE IMPOUNDMENT - BASIS OF ESTIMATE	212. OTHER SURFACE IMPOUNDMENT - RELEASE POUNDS	213. OTHER SURFACE IMPOUNDMENT - RANGE CODE	214. TOTAL OTHER SURFACE IMPOUNDMENTS	215. OTHER SURFACE IMPOUNDMENT - BASIS OF ESTIMATE	216. OTHER DISPOSAL - RELEASE POUNDS	217. OTHER DISPOSAL - RANGE CODE	218. TOTAL OTHER DISPOSAL	219. OTHER DISPOSAL - BASIS OF ESTIMATE	220. TOTAL ON-SITE LAND RELEASES	221. TOTAL ON-SITE RELEASES	222. WASTE ROCK PILE MANAGED INDICATOR	223. WASTE ROCK QUANTITY	224. OFF SITE - POTW RELEASES 81C	225. OFF SITE - POTW RELEASES 81D	226. OFF SITE - POTW RELEASES	227. OFF-SITE - STORAGE ONLY	228. OFF-SITE - SOLIDIFICATION/STABILIZATION  - METALS AND METAL COMPOUNDS ONLY	229. OFF-SITE - WASTEWATER TREATMENT RELEASE (EXCLUDING POTWs) - METALS AND METAL COMPOUNDS ONLY	230. OFF-SITE - SOLIDIFICATION/STABLIZATION - RELEASE - METALS AND METAL COMPOUNDS ONLY	231. OFF-SITE - WASTEWATER TREATMENT (EXCLUDING POTWS) METALS AND METAL COMPOUNDS ONLY	232. OFF-SITE - UNDERGROUND INJECTION	233. OFF-SITE - UNDERGROUND INJECTION - CLASS 1 WELLS	234. OFF-SITE - UNDERGROUND INJECTION - CLASS II-V WELLS	235. OFF-SITE - LANDFILLS/DISPOSAL SURFACE IMPOUNDMENTS	236. OFF-SITE - SURFACE IMPOUNDMENT	237. OFF-SITE - RCRA SUBTITLE C SURFACE IMPOUNDMENTS	238. OFF-SITE - OTHER SURFACE IMPOUNDMENTS	239. OFF-SITE - OTHER LANDFILLS	240. OFF-SITE - RCRA SUBTITLE C LANDFILLS	241. OFF-SITE - DISPOSAL - LAND TREATMENT	242. OFF-SITE - DISPOSAL - OTHER LAND DISPOSAL	243. OFF-SITE - DISPOSAL - OTHER OFF-SITE MANAGEMENT	244. OFF-SITE - DISPOSAL - TRANSFER TO WASTE BROKER	245. OFF-SITE - DISPOSAL - UNKNOWN	246. TOTAL TRANSFERRED OFF SITE FOR DISPOSAL	247. OFF-SITE - RECYCLING - SOLVENTS/ORGANICS RECOVERY	248. OFF-SITE - RECYCLING -METALS RECOVERY	249. OFF-SITE - RECYCLING - OTHER REUSE OR RECOVERY	250. OFF-SITE - RECYCLING - ACID REGENERATION	251. OFF-SITE - RECYCLING - TRANSFER TO WASTE BROKER	252. TOTAL TRANSFERRED OFF SITE FOR RECYCLING	253. OFF-SITE - ENERGY RECOVERY	254. OFF-SITE - TRANSFER TO WASTE BROKER FOR ENERGY RECOVERY	255. TOTAL TRANSFERRED OFF SITE FOR ENERGY RECOVERY	256. OFF-SITE - POTW TREATMENT	257. OFF-SITE - SOLIDIFICATION/STABILIZATION TREATMENT - NON METALS	258. OFF-SITE -INCINERATION/THERMAL TREATMENT	259. OFF-SITE - INCINERATION/INSIGNIFICANT HEAT VALUE	260. OFF-SITE - WASTEWATER TREATMENT (EXCLUDING POTWs) - NON-METALS ONLY	261. OFF-SITE - OTHER WASTE TREATMENT	262. OFF-SITE -  TRANSFER TO WASTE BROKER - WASTE TREATMENT	263. TOTAL TRANSFERRED OFF SITE FOR TREATMENT	264. OFF-SITE - TRANSFER TO WASTE BROKER	265. TOTAL TRANSFERRED OFF SITE FOR FURTHER WASTE MANAGEMENT	266. TOTAL POTW TRANSFER	267. ENERGY RECOVERY ON SITE CURRENT YEAR	268. RECYCLED ON SITE CURRENT YEAR	269. TREATED ON SITE CURRENT YEAR	270. TOTAL ON-SITE WASTE MANAGEMENT	271. ON-SITE ENERGY RECOVERY METHOD 1	272. ON-SITE ENERGY RECOVERY METHOD 2	273. ON-SITE ENERGY RECOVERY METHOD 3	274. ON-SITE ENERGY RECOVERY METHOD 4	275. ON-SITE RECYCLING PROCESSES METHOD 1	276. ON-SITE RECYCLING PROCESSES METHOD 2	277. ON-SITE RECYCLING PROCESSES METHOD 3	278. ON-SITE RECYCLING PROCESSES METHOD 4	279. ON-SITE RECYCLING PROCESSES METHOD 5	280. ON-SITE RECYCLING PROCESSES METHOD 6	281. ON-SITE RECYCLING PROCESSES METHOD 7	20251105
R	2020	NO	NO	VP OF OPERATIONS	SCOTT SENTER	ELECTRONIC	2021-05-25	3012WTHMSC825BU	THOMAS CONCRETE - CARTERSVILLE	825 BURNT HICKORY RD SE	CARTERSVILLE	BARTOW	GA	30120			THOMAS CONCRETE - CARTERSVILLE	2500 CUMBERLAND PARKWAY SUITE 200	ATLANTA	GA		30339	YES	NO	NO	NO	NO	NO	SCOTT SENTER	7704313300		SCOTT.SENTER@THOMASCONCRETE.COM								327320						34.18287	-84.82894	128050106												GAIS02764										THOMAS CONCRETE INC	085432938	THOMAS CONCRETE INC				110070027223	1320218671598	N420	N420	Lead compounds	NA	YES	PBT	Pounds	YES	NO	NO	YES																				01	.03		.03	E1	.013		.013	E1	.043	NA			0																																																			0	0					NA		0		NA		0		0					NA		0		NA		0		NA		0						NA		0		NA		0		NA		0		0	.043	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA				NA							 	
R	2020	NO	NO	CORPORATE EHS MANAGER	SUSAN KAISER	ELECTRONIC	2021-06-30	44044RSSNC36790	ROSS INCINERATION SERVICES INC	36790 GILES RD	GRAFTON	LORAIN	OH	44044			ROSS INCINERATION SERVICES INC	36790 GILES RD	GRAFTON	OH		44044	YES	NO	NO	NO	NO	NO	ANDY SEDLAK	4403662063		ASEDLAK@ROSSENVIRONMENTAL.COM								562211						41.324167	-82.034722			OHD980614374	OHD048415665																			RI TECHNOLOGIES INC		RI TECHNOLOGIES INC				110000385592	1320219288750	80-62-6	0000080626	Methyl methacrylate	NA	NO	TRI	Pounds	YES	NO	NO	NO																				05	.171		.171	E2	.312		.312	E2	.483	NA			0																																																			0	0					NA		0		NA		0		0					NA		0		NA		0		NA		0						NA		0		NA		0		NA		0		0	.483	0		0	0	0	0	0	0	0	0	0	.499	0	0	0	0	0	0	.479	0	0	0	.031	0	1.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.009	0	0	0	1008532.89	1008532.89	NA				NA							 	
R	2020	NO	NO	CORPORATE ENVIRONMENTAL & PSM MANAGER	VICTOR DEARMAN	ELECTRONIC	2021-06-28	39359GRNCRHWY21	PECO FOODS INC - SEBASTOPOL PROCESSING	HWY 21 S	SEBASTOPOL	SCOTT	MS	39359			PECO FOODS INC - SEBASTOPOL PROCESSING	POST OFFICE BOX 319	SEBASTOPOL	MS		39359	YES	NO	NO	NO	NO	NO	JOSH WALSWORTH	6016257432		JWALSWORTH@PECOFOODS.COM								311615						32.57468	-89.32257													MS0002615										PECO FOODS INC	034130328	PECO FOODS INC				110007649884	1320219051392	79-21-0	0000079210	Peracetic acid	NA	NO	TRI	Pounds	NO	NO	NO	NO																				03	NA		0		NA		0		0	SIPSEY CREEK	145		145	O 																																																		1	145					NA		0		NA		0		0					NA		0		NA		0		NA		0						NA		0		NA		0		NA		0		0	145	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144458	144458	NA				NA							 	
A	2020	NO	NO	REGIONAL REGULATORY MANAGER	ANA MAURICIO	ELECTRONIC	2021-06-29	27282CHMCN108OA	UNIVAR SOLUTIONS USA	108 OAKDALE RD	JAMESTOWN	GUILFORD	NC	27282			UNIVAR SOLUTIONS USA	PO BOX 100	JAMESTOWN	NC		27282	YES	NO	NO	NO	NO	NO	ANA  MAURICIO	2812975820		ANA.MAURICIO@UNIVARSOLUTIONS.COM								424690						35.99352	-79.93378	035723576		NCD071566681																				UNIVAR SOLUTIONS LLC	102971785	UNIVAR SOLUTIONS USA INC				110000345957	1320219130996	N230	N230	Certain glycol ethers	NA	NO	TRI	Pounds	YES	NO	NO	NO																							0				0																																																									0	0																																																0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												 	
A	2020	NO	NO	REGIONAL SAFETY MANAGER	RICHARD STANLEY	ELECTRONIC	2021-06-28	19605TXTLCPOTTS	BRENNTAG NORTHEAST LLC	81 W HULLER LN	READING	BERKS	PA	19605			BRENNTAG NORTHEAST LLC	81 W HULLER LN	READING	PA		19605	YES	NO	NO	NO	NO	NO	RICHARD STANLEY	6109169369		RSTANLEY@BRENNTAG.COM								424690						40.416944	-75.935	002361764		PAD002361764																				BRENNTAG NA INC	092963644	BRENNTAG NORTH AMERICA INC				110000585037	1320219018658	75-65-0	0000075650	tert-Butyl alcohol	NA	NO	TRI	Pounds	NO	NO	NO	NO																							0				0																																																									0	0																																																0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												 	
R	2020	NO	NO	SITE MANAGER	JACQUES MONTEUX	ELECTRONIC	2021-07-01	44146FRRCR7050K	POLYMER ADDITIVES INC DBA VALTRIS SPECIALTY CHEMICALS	7050 KRICK RD	WALTON HILLS	CUYAHOGA	OH	44146			POLYMER ADDITIVES INC DBA VALTRIS SPECIALTY CHEMICALS	7050 KRICK RD	WALTON HILLS	OH		44146	YES	NO	NO	NO	NO	NO	JACQUES MONTEUX	2168755837		JACQUES.MONTEUX@VALTRIS.COM								325199						41.371181	-81.530246	079715907		OHD004161410																				POLYMER ADDITIVES INC	079675279	POLYMER ADDITIVES INC				110000701483	1320219369636	64-18-6	0000064186	Formic acid	NA	NO	TRI	Pounds	NO	NO	NO	NO																				04	43		43	E2	1680		1680	E2	1723	NA			0																																																			0	0					NA		0		NA		0		0					NA		0		NA		0		NA		0						NA		0		NA		0		NA		0		0	1723	0		0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	1251850	1251850	NA				NA							 	
R	2020	NO	NO	GLOBAL COMPLIANCE & RISK MANAGER	SCOTT FOLEY	ELECTRONIC	2021-07-01	6580WPSTRN1325N	POSITRONIC INDUSTRIES INC.	1325 N ELDON AVE	SPRINGFIELD	GREENE	MO	65803									YES	NO	NO	NO	NO	NO	SCOTT FOLEY	4178662322	2050	SFOLEY@CONNECTPOSITRONIC.COM								334417						37.22485	-93.35741	007447196		MOR000553487																				AMPHENOL CORP	106359359	AMPHENOL CORP				110070551617	1320219373166	7439-92-1	0007439921	Lead	NA	NO	PBT	Pounds	NO	YES	NO	YES																				01	NA		0		NA		0		0	NA			0																																																			0	0					NA		0		NA		0		0					NA		0		NA		0		NA		0						NA		0		NA		0		NA		0		0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA				NA							 	
R	2020	NO	NO	DIRECTOR ENVIRONMENTAL SERVICES	INGRID SETZLER	ELECTRONIC	2021-06-30	66104NRMNC4240N	NEARMAN CREEK POWER STATION	4240 N 55TH ST	KANSAS CITY	WYANDOTTE	KS	66104									YES	NO	NO	NO	NO	NO	INGRID SETZLER	9135739806		ISETZLER@BPU.COM								221122						39.16222	-94.700287	007169584		KSD980742142										KS0119075										KANSAS CITY BOARD OF PUBLIC UTILITIES	007169584	KANSAS CITY BOARD OF PUBLIC UTILITIES				110000445340	1320219271412	N420	N420	Lead compounds	NA	YES	PBT	Pounds	YES	NO	NO	YES																				02	.24		.24	O 	291.49		291.49	O 	291.73	NA			0																																																			0	0					NA		0		NA		0		0					NA		0		NA		0		NA		0						NA		0		NA		0		NA		0		0	291.73	0		0	0	0	0	.00048	0	0	0	0	0	0	0	0	0	0	3138.0008	0	0	0	.498747	1030	0	4168.500027	0	0	271	0	0	271	0	0	0	0	0	0	0	0	0	0	0	0	4439.500027	0	0	0	0	0	NA				NA							 	
R	2020	NO	NO	ENVIRONMENTAL LEVERAGED DELIVERY LEADER	FRAN FALCON	ELECTRONIC	2021-06-30	77541THDWCBUILD	DOW CHEMICAL CO FREEPORT FACILITY	2301 N BRAZOSPORT BLVD	FREEPORT	BRAZORIA	TX	775413257			DOW CHEMICAL CO FREEPORT FACILITY	2301 N BRAZOSPORT BLVD	FREEPORT	TX		77541	NO	YES	NO	NO	NO	YES	GABRIELLA V CONE	9792384159		GVCONE@DOW.COM								325199						28.9792	-95.3549	149866360		TXR000017855	TXD008092793									TX0124915	TX0006483									THE DOW CHEMICAL CO	001381581	DOW INC				110008170237	1320219312461	92-52-4	0000092524	Biphenyl	NA	NO	TRI	Pounds	YES	NO	NO	NO																				05	0		0	E1	11		11	E1	11	BRAZOS RIVER TIDAL SEGMENT NO. 1201 OF THE BRAZOS RIVER BASIN	0		0	M2	0																																																	1	0					NA		0		NA		0		0					NA		0		3		3	O 	NA		0						NA		0		NA		0		NA		0		3	14	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	581	0	0	0	0	581	0	581	0	632	0	983	1615	U03				NA							 	
R	2020	NO	NO	SENIOR DISTRICT MANAGER	MICHAEL DAVIS	ELECTRONIC	2021-06-22	35459CHMCLHWY17	CHEMICAL WASTE MANAGEMENT	36964 ALABAMA HWY 17	EMELLE	SUMTER	AL	35459			CHEMICAL WASTE MANAGEMENT	PO BOX 55	EMELLE	AL		35459	YES	NO	NO	NO	NO	NO	VANESSA CARAWAY	3378886476		VLEWIS2@WM.COM								562211						32.804207	-88.312353	099202681		ALD000622464										AL0050580										WASTE MANAGEMENT INC	194672085	WASTE MANAGEMENT INC				110000493074	1320218869485	107-21-1	0000107211	Ethylene glycol	NA	NO	TRI	Pounds	YES	NO	NO	NO																				05	0		0	O 	0		0	O 	0	NA			0																																																			0	0					NA		0		NA		0		0					126000		126000	O 	NA		0		NA		0						NA		0		NA		0		NA		0		126000	126000	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5700	0	0	5700	0	0	0	0	0	0	0	0	0	0	0	26250	0	0	0	0	26250	0	31950	0	0	0	0	0	NA				NA							 	
A	2020	NO	NO	OWNER / V.P. OF SALES	J SCOTT PETERSON	ELECTRONIC	2021-06-22	46256CRWNT7513E	CROWN TECHNOLOGY	7513 E 96TH ST	INDIANAPOLIS	MARION	IN	46256			CROWN TECHNOLOGY	PO BOX 50426	INDIANAPOLIS	IN		46250	YES	NO	NO	NO	NO	NO	J.SCOTT PETERSON	3177168160		SPETERSON@CROWNTECH.COM								325180						39.927	-86.03625	065539264		IND065539264																						NA				110000397570	1320218875464	108-31-6	0000108316	Maleic anhydride	NA	NO	TRI	Pounds	YES	NO	NO	NO																							0				0																																																									0	0																																																0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												 	
R	2020	NO	NO	EHS MANAGER	JAY RAYHEL	ELECTRONIC	2021-07-01	61944MCNCX2121S	AEROGEN-TEK	2121 S MAIN ST	PARIS	EDGAR	IL	61944			AEROGEN-TEK	2121 S MAIN ST	PARIS	IL		61944	YES	NO	NO	NO	NO	NO	JAY RAYHEL	8122292858		JRAYHEL@AEROGENTEK.COM								333611						39.587542	-87.694529	212383723		ILR000111567										ILP000353										CORNERSTONE CAPITAL HOLDINGS LLC		CORNERSTONE CAPITAL HOLDINGS LLC				110008059304	1320219341916	N090	N090	Chromium compounds (except for chromite ore mined in the Transvaal Region)	NA	NO	TRI	Pounds	YES	NO	NO	YES																				03	NA		0		NA		0		0	NA			0																																																			0	0					NA		0		NA		0		0					NA		0		NA		0		NA		0						NA		0		NA		0		NA		0		0	0	0		0	250	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	6554.66	0	0	6554.66	0	0	0	0	0	0	0	0	0	0	0	0	6804.66	250	0	0	0	0	NA				NA							 	
R	2020	NO	NO	GENERAL MANAGER	MARK STRONG	ELECTRONIC	2021-05-12	77028NLCXX46HME	NELCO	4600 HOMESTEAD RD	HOUSTON	HARRIS	TX	77028			NELCO	4600 HOMESTEAD RD	HOUSTON	TX		77028	YES	NO	NO	NO	NO	NO	MARK E. STRONG	7136753266		MSTRONG@NELCOWORLDWIDE.COM								332312						29.80329	-95.3018	001403203		TXR000084221										TXR05CZ79										NELCO		NELCO				110025333958	1320218649150	7439-92-1	0007439921	Lead	NA	NO	PBT	Pounds	NO	YES	NO	YES																				06	6		6	E1	0		0	E1	6	CITY OWNED SEWER THENCE TO HUNTINGTON BAYOU	2		2	M2	100																																																	1	2					NA		0		NA		0		0					NA		0		NA		0		NA		0						NA		0		NA		0		NA		0		0	8	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	6	0	99738	0	0	0	99738	0	0	0	0	0	0	0	0	0	0	0	0	99744	0	0	0	0	0	NA				NA							 	
