1. FORM TYPE	2. REPORTING YEAR	3. TRADE SECRET INDICATOR	4. SANITIZED INDICATOR	5. TITLE OF CERTIFYING OFFICIAL	6. NAME OF CERTIFYING OFFICIAL	7. CERTIFYING OFFICIAL S SIGNATURE INDICATOR	8. DATE SIGNED	9. TRIFD	10. FACILITY NAME	11. FACILITY STREET	12. FACILITY CITY	13. FACILITY COUNTY	14. FACILITY STATE	15. FACILITY ZIP CODE	16. BIA CODE	17. TRIBE NAME	18. MAILING NAME	19. MAILING STREET	20. MAILING CITY	21. MAILING STATE	22. MAILING PROVINCE	23. MAILING ZIP CODE	24. ENTIRE FACILITY IND	25. PARTIAL FACILITY IND	26. FEDERAL FACILITY IND	27. GOCO FACILITY IND	28. ASSIGNED FED FACILITY FLAG	29. ASSIGNED PARTIAL FACILITY FLAG	30. PUBLIC CONTACT NAME	31. PUBLIC CONTACT PHONE	32. PUBLIC CONTACT PHONE EXT	33. PUBLIC CONTACT EMAIL	34. PRIMARY SIC CODE	35. SIC CODE 2	36. SIC CODE 3	37. SIC CODE 4	38. SIC CODE 5	39. SIC CODE 6	40. NAICS ORIGIN	41. PRIMARY NAICS CODE	42. NAICS CODE 2	43. NAICS CODE 3	44. NAICS CODE 4	45. NAICS CODE 5	46. NAICS CODE 6	47. LATITUDE	48. LONGITUDE	49. D and B NR A	50. D and B NR B	51. RCRA NR A	52. RCRA NR B	53. RCRA NR C	54. RCRA NR D	55. RCRA NR E	56. RCRA NR F	57. RCRA NR G	58. RCRA NR H	59. RCRA NR I	60. RCRA NR J	61. NPDES NR A	62. NPDES NR B	63. NPDES NR C	64. NPDES NR D	65. NPDES NR E	66. NPDES NR F	67. NPDES NR G	68. NPDES NR H	69. NPDES NR I	70. NPDES NR J	71. PARENT COMPANY NAME	72. PARENT COMPANY D and B NR	73. STANDARDIZED PARENT COMPANY NAME	74. FOREIGN PARENT COMPANY NAME	75. FOREIGN PARENT COMPANY D and B NR	76. STANDARDIZED FOREIGN PARENT COMPANY NAME	77. FRS FACILITY ID	78. DOCUMENT CONTROL NUMBER	79. CAS NUMBER	80. TRI_CHEM_ID	81. CHEMICAL NAME	82. MIXTURE NAME	83. ELEMENTAL METAL INCLUDED	84. CLASSIFICATION	85. UNIT OF MEASURE	86. HAZARDOUS AIR POLLUTANT - HAPS	87. CARCINOGEN	88. PFAS_IND	89. METAL IND	90. REVISION CODE 1	91. REVISION CODE 2	92. DIOXIN DISTRIBUTION 1	93. DIOXIN DISTRIBUTION 2	94. DIOXIN DISTRIBUTION 3	95. DIOXIN DISTRIBUTION 4	96. DIOXIN DISTRIBUTION 5	97. DIOXIN DISTRIBUTION 6	98. DIOXIN DISTRIBUTION 7	99. DIOXIN DISTRIBUTION 8	100. DIOXIN DISTRIBUTION 9	101. DIOXIN DISTRIBUTION 10	102. DIOXIN DISTRIBUTION 11	103. DIOXIN DISTRIBUTION 12	104. DIOXIN DISTRIBUTION 13	105. DIOXIN DISTRIBUTION 14	106. DIOXIN DISTRIBUTION 15	107. DIOXIN DISTRIBUTION 16	108. DIOXIN DISTRIBUTION 17	109. MAXIMUM AMOUNT ON SITE	110. FUGITIVE AIR EMISSIONS - TOTAL RELEASE POUNDS	111. FUGITIVE AIR EMISSIONS - TOTAL RELEASE RANGE CODE	112. TOTAL FUGITIVE AIR EMISSIONS	113. FUGITIVE AIR EMISSIONS - BASIS OF ESTIMATE	114. STACK AIR EMISSIONS - RELEASE POUNDS	115. STACK AIR EMISSIONS - RELEASE RANGE CODE	116. TOTAL STACK AIR EMISSIONS	117. STACK AIR EMISSIONS - BASIS OF ESTIMATE	118. TOTAL AIR EMISSIONS	119. DISCHARGES TO STREAM A - STREAM NAME	120. DISCHARGES TO STREAM A - RELEASE POUNDS	121. DISCHARGES TO STREAM A - RELEASE RANGE CODE	122. TOTAL DISCHARGES TO STREAM A	123. DISCHARGES TO STREAM A - BASIS OF ESTIMATE	124. DISCHARGES TO STREAM A -     % FROM STORMWATER	125. DISCHARGES TO STREAM B - STREAM NAME	126. DISCHARGES TO STREAM B - RELEASE POUNDS	127. DISCHARGES TO STREAM B - RELEASE RANGE CODE	128. TOTAL DISCHARGES TO STREAM B	129. DISCHARGES TO STREAM B - BASIS OF ESTIMATE	130. DISCHARGES TO STREAM B - % FROM STORMWATER	131. DISCHARGES TO STREAM C - STREAM NAME	132. DISCHARGES TO STREAM C - RELEASE POUNDS	133. DISCHARGES TO STREAM C - RELEASE RANGE CODE	134. TOTAL DISCHARGES TO STREAM C	135. DISCHARGES TO STREAM C - BASIS OF ESTIMATE	136. DISCHARGES TO STREAM C - % FROM STORMWATER	137. DISCHARGES TO STREAM D - STREAM NAME	138. DISCHARGES TO STREAM D - RELEASE POUNDS	139. DISCHARGES TO STREAM D - RELEASE RANGE CODE	140. TOTAL DISCHARGES TO STREAM D	141. DISCHARGES TO STREAM D - BASIS OF ESTIMATE	142. DISCHARGES TO STREAM D - % FROM STORMWATER	143. DISCHARGES TO STREAM E - STREAM NAME	144. DISCHARGES TO STREAM E - RELEASE POUNDS	145. DISCHARGES TO STREAM E - RELEASE RANGE CODE	146. TOTAL DISCHARGES TO STREAM E	147. DISCHARGES TO STREAM E - BASIS OF ESTIMATE	148. DISCHARGES TO STREAM E - % FROM STORMWATER	149. DISCHARGES TO STREAM F - STREAM NAME	150. DISCHARGES TO STREAM F - RELEASE POUNDS	151. DISCHARGES TO STREAM F - RELEASE RANGE CODE	152 TOTAL DISCHARGES TO STREAM F	153 DISCHARGES TO STREAM F - BASIS FOR ESTIMATE	154. DISCHARGES TO STREAM F - % FROM STORMWATER	155. DISCHARGES TO STREAM G - STREAM NAME	156. DISCHARGES TO STREAM G - RELEASE POUNDS	157. DISCHARGES TO STREAM G - RELEASE RANGE CODE	158. TOTAL DISCHARGES TO STREAM G	159. DISCHARGES TO STREAM G - BASIS FOR ESTIMATE	160. DISCHARGES TO STREAM G - % FROM STORMWATER	161. DISCHARGES TO STREAM H - STREAM NAME	162. DISCHARGES TO STREAM H - RELEASE POUNDS	163. DISCHARGES TO STREAM H - RELEASE RANGE CODE	164. TOTAL DISCHARGES TO STREAM H	165. DISCHARGES TO STREAM H - BASIS FOR ESTIMATE	166. DISCHARGES TO STREAM H - % FROM STORMWATER	167. DISCHARGES TO STREAM I - STREAM NAME	168. DISCHARGES TO STREAM I - RELEASE POUNDS	169. DISCHARGES TO STREAM I - RELEASE RANGE CODE	170. TOTAL DISCHARGES TO STREAM I	171. DISCHARGES TO STREAM I - BASIS FOR ESTIMATE	172. DISCHARGES TO STREAM I - % FROM STORMWATER	173. TOTAL NUMBER OF RECEIVING STREAMS	174. TOTAL SURFACE WATER DISCHARGE	175. ON-SITE UNDERGROUND INJ -  RELEASE POUNDS	176. ON-SITE UNDERGROUND INJ - RELEASE RANGE CODE	177. TOTAL ON-SITE UNDERGROUND INJ - POUNDS	178. ON-SITE UNDERGROUND INJ - BASIS FOR ESTIMATE	179. ON-SITE UGRND INJ TO CL I WELLS - RELEASE POUNDS	180. ON-SITE UGRND INJ TO CL I WELLS - RELEASE RANGE CODE	181. TOTAL ON-SITE UGRND INJ TO CL I WELLS - POUNDS	182. ON-SITE UGRND INJ TO CL I WELLS - BASIS OF ESTIMATE	183. ON-SITE UGRND INJ TO CL II-V WELLS - RELEASE POUNDS	184. ON-SITE UGRND INJ TO CL II-V WELLS - RELEASE RANGE CODE	185. TOTAL ON-SITE UGRND INJ TO CL II-V WELLS - POUNDS	186. ON-SITE UNGRND INJ TO CL II-V WELLS - BASIS OF ESTIMATE	187. TOTAL ON-SITE UNDERGROUND INJECTION	188. ON-SITE LANDFILLS - RELEASE POUNDS	189. ON-SITE LANDFILLS - RELEASE RANGE CODE	190. TOTAL ON-SITE LANDFILLS	191. ON-SITE LANDFILLS - BASIS OF ESTIMATE	192. ON-SITE RCRA SUBTITLE C LANDFILLS - RELEASE POUNDS	193. ON-SITE RCRA SUBTITLE C LANDFILLS - RELEASE RANGE CODE	194. TOTAL ON-SITE RCRA SUBTITLE C LANDFILLS - POUNDS	195. ON-SITE RCRA SUBTITLE C LANDFILLS - BASIS OF ESTIMATE	196. OTHER LANDFILLS - RELEASE POUNDS	197. OTHER LANDFILLS - RELEASE RANGE CODE	198. TOTAL OTHER ON-SITE LANDFILLS	199. OTHER LANDFILLS - BASIS OF ESTIMATE	200. LAND TRTMT/APPL FARMING - RELEASE POUNDS	201. LAND TRTMT/APPL FARMING - RELEASE RANGE CODE	202. TOTAL ON-SITE LAND TREATMENT	203. LAND TRTMT/APPL FARMING - BASIS OF ESTIMATE	204. SURFACE IMPOUNDMENT - RELEASE POUNDS	205. SURFACE IMPOUNDMENT - RANGE CODE	206. TOTAL SURFACE IMPOUNDMENTS	207. SURFACE IMPOUNDMENT - BASIS OF ESTIMATE	208. RCRA C SURFACE IMPOUNDMENT - RELEASE POUNDS	209. RCRA C SURFACE IMPOUNDMENT - RANGE CODE	210. TOTAL RCRA C SURFACE IMPOUNDMENTS	211. RCRA C SURFACE IMPOUNDMENT - BASIS OF ESTIMATE	212. OTHER SURFACE IMPOUNDMENT - RELEASE POUNDS	213. OTHER SURFACE IMPOUNDMENT - RANGE CODE	214. TOTAL OTHER SURFACE IMPOUNDMENTS	215. OTHER SURFACE IMPOUNDMENT - BASIS OF ESTIMATE	216. OTHER DISPOSAL - RELEASE POUNDS	217. OTHER DISPOSAL - RANGE CODE	218. TOTAL OTHER DISPOSAL	219. OTHER DISPOSAL - BASIS OF ESTIMATE	220. TOTAL ON-SITE LAND RELEASES	221. TOTAL ON-SITE RELEASES	222. WASTE ROCK PILE MANAGED INDICATOR	223. WASTE ROCK QUANTITY	224. OFF SITE - POTW RELEASES 81C	225. OFF SITE - POTW RELEASES 81D	226. OFF SITE - POTW RELEASES	227. OFF-SITE - STORAGE ONLY	228. OFF-SITE - SOLIDIFICATION/STABILIZATION  - METALS AND METAL COMPOUNDS ONLY	229. OFF-SITE - WASTEWATER TREATMENT RELEASE (EXCLUDING POTWs) - METALS AND METAL COMPOUNDS ONLY	230. OFF-SITE - SOLIDIFICATION/STABLIZATION - RELEASE - METALS AND METAL COMPOUNDS ONLY	231. OFF-SITE - WASTEWATER TREATMENT (EXCLUDING POTWS) METALS AND METAL COMPOUNDS ONLY	232. OFF-SITE - UNDERGROUND INJECTION	233. OFF-SITE - UNDERGROUND INJECTION - CLASS 1 WELLS	234. OFF-SITE - UNDERGROUND INJECTION - CLASS II-V WELLS	235. OFF-SITE - LANDFILLS/DISPOSAL SURFACE IMPOUNDMENTS	236. OFF-SITE - SURFACE IMPOUNDMENT	237. OFF-SITE - RCRA SUBTITLE C SURFACE IMPOUNDMENTS	238. OFF-SITE - OTHER SURFACE IMPOUNDMENTS	239. OFF-SITE - OTHER LANDFILLS	240. OFF-SITE - RCRA SUBTITLE C LANDFILLS	241. OFF-SITE - DISPOSAL - LAND TREATMENT	242. OFF-SITE - DISPOSAL - OTHER LAND DISPOSAL	243. OFF-SITE - DISPOSAL - OTHER OFF-SITE MANAGEMENT	244. OFF-SITE - DISPOSAL - TRANSFER TO WASTE BROKER	245. OFF-SITE - DISPOSAL - UNKNOWN	246. TOTAL TRANSFERRED OFF SITE FOR DISPOSAL	247. OFF-SITE - RECYCLING - SOLVENTS/ORGANICS RECOVERY	248. OFF-SITE - RECYCLING -METALS RECOVERY	249. OFF-SITE - RECYCLING - OTHER REUSE OR RECOVERY	250. OFF-SITE - RECYCLING - ACID REGENERATION	251. OFF-SITE - RECYCLING - TRANSFER TO WASTE BROKER	252. TOTAL TRANSFERRED OFF SITE FOR RECYCLING	253. OFF-SITE - ENERGY RECOVERY	254. OFF-SITE - TRANSFER TO WASTE BROKER FOR ENERGY RECOVERY	255. TOTAL TRANSFERRED OFF SITE FOR ENERGY RECOVERY	256. OFF-SITE - POTW TREATMENT	257. OFF-SITE - SOLIDIFICATION/STABILIZATION TREATMENT - NON METALS	258. OFF-SITE -INCINERATION/THERMAL TREATMENT	259. OFF-SITE - INCINERATION/INSIGNIFICANT HEAT VALUE	260. OFF-SITE - WASTEWATER TREATMENT (EXCLUDING POTWs) - NON-METALS ONLY	261. OFF-SITE - OTHER WASTE TREATMENT	262. OFF-SITE -  TRANSFER TO WASTE BROKER - WASTE TREATMENT	263. TOTAL TRANSFERRED OFF SITE FOR TREATMENT	264. OFF-SITE - TRANSFER TO WASTE BROKER	265. TOTAL TRANSFERRED OFF SITE FOR FURTHER WASTE MANAGEMENT	266. TOTAL POTW TRANSFER	267. ENERGY RECOVERY ON SITE CURRENT YEAR	268. RECYCLED ON SITE CURRENT YEAR	269. TREATED ON SITE CURRENT YEAR	270. TOTAL ON-SITE WASTE MANAGEMENT	271. ON-SITE ENERGY RECOVERY METHOD 1	272. ON-SITE ENERGY RECOVERY METHOD 2	273. ON-SITE ENERGY RECOVERY METHOD 3	274. ON-SITE ENERGY RECOVERY METHOD 4	275. ON-SITE RECYCLING PROCESSES METHOD 1	276. ON-SITE RECYCLING PROCESSES METHOD 2	277. ON-SITE RECYCLING PROCESSES METHOD 3	278. ON-SITE RECYCLING PROCESSES METHOD 4	279. ON-SITE RECYCLING PROCESSES METHOD 5	280. ON-SITE RECYCLING PROCESSES METHOD 6	281. ON-SITE RECYCLING PROCESSES METHOD 7	20251105
R	2021	NO	NO	PLANT MANAGER	NICHOLAS WALSH	ELECTRONIC	2022-05-25	30913LNGST2402L	OLIN CORP	2402 DOUG BARNARD PKWY	AUGUSTA	RICHMOND	GA	30906			OLIN CORP	2402 DOUG BARNARD PKWY	AUGUSTA	GA		30906	YES	NO	NO	NO	NO	NO	NICHOLAS WALSH	7065603203		NPWALSH@OLIN.COM								325180						33.34083	-81.95752	040690737		GAD040690737										GAIS00396	GA0003719									OLIN CORP	001338086	OLIN CORP				110000359736	1321219631191	7782-50-5	0007782505	Chlorine	NA	NO	TRI	Pounds	YES	NO	NO	NO																				07	.58		.58	C 	NA		0		.58	NA			0																																																			0	0					NA		0		NA		0		0					NA		0		NA		0		NA		0						NA		0		NA		0		NA		0		0	.58	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA				NA							 	
R	2021	NO	NO	EHS MANAGER	DANIEL KELLOGG	ELECTRONIC	2025-02-14	4881WSPRTN1541R	SPARTAN FIRE CHASSIS LLC	1541 REYNOLDS RD	CHARLOTTE	EATON	MI	48813			SPARTAN FIRE CHASSIS LLC	1541 REYNOLDS RD	CHARLOTTE	MI		48813	YES	NO	NO	NO	NO	NO	DAN KELLOGG	5175884781		DKELLOGG@REVGROUP.COM								336120						42.547786	-84.852935	001179470																						REV GROUP INC	263013415	REV GROUP INC				110070943124	1321222410464	107-21-1	0000107211	Ethylene glycol	NA	NO	TRI	Pounds	YES	NO	NO	NO																				03	.0143		.0143	O 	NA		0		.0143	NA			0																																																			0	0					NA		0		NA		0		0					NA		0		NA		0		NA		0						NA		0		NA		0		NA		0		0	.0143	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1987	0	0	1987	0	0	0	0	0	0	0	0	0	0	0	0	1987	0	0	0	0	0	NA				NA							 	
A	2021	NO	NO	SR. MANAGER, SERVICES & INTEGRATION	MARIA HARRIS	ELECTRONIC	2022-06-14	45241SHLND2788G	UNIVAR SOLUTIONS USA INC	2788 GLENDALE-MILFORD RD	EVENDALE	HAMILTON	OH	45241									YES	NO	NO	NO	NO	NO	CHRISTINA HARRIS	2812975228		CHARRIS@NEXEOSOLUTIONS.COM								424690						39.25525	-84.43	010375024		OHD002899912																				UNIVAR USA INC	102971785	UNIVAR SOLUTIONS USA INC				110000393743	1321219711874	107-21-1	0000107211	Ethylene glycol	NA	NO	TRI	Pounds	YES	NO	NO	NO																							0				0																																																									0	0																																																0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												 	
R	2021	NO	NO	SR. MANAGER, SERVICES & INTEGRATION	MARIA HARRIS	ELECTRONIC	2022-06-14	45241SHLND2788G	UNIVAR SOLUTIONS USA INC	2788 GLENDALE-MILFORD RD	EVENDALE	HAMILTON	OH	45241									YES	NO	NO	NO	NO	NO	CHRISTINA  HARRIS	2812975228		CHRISTINA.HARRIS@UNIVARSOLUTIONS.COM								424690						39.25525	-84.43	010375024		OHD002899912																				UNIVAR USA INC	102971785	UNIVAR SOLUTIONS USA INC				110000393743	1321219711746	78-92-2	0000078922	sec-Butyl alcohol	NA	NO	TRI	Pounds	NO	NO	NO	NO																				05	48.0144		48.0144	C 	31.5612		31.5612	C 	79.5756	NA			0																																																			0	0					NA		0		NA		0		0					NA		0		NA		0		NA		0						NA		0		NA		0		0		0	O 	0	79.5756	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88.2693	88.2693	0	0	0	0	0	0	356.2425	0	356.2425	0	0	0	0	0	0	0	0	0	444.5118	0	0	0	0	0	NA				NA							 	
R	2021	NO	NO	SR. MANAGER, SERVICES & INTEGRATION	MARIA HARRIS	ELECTRONIC	2022-06-14	45241SHLND2788G	UNIVAR SOLUTIONS USA INC	2788 GLENDALE-MILFORD RD	EVENDALE	HAMILTON	OH	45241									YES	NO	NO	NO	NO	NO	CHRISTINA  HARRIS	2812975228		CHRISTINA.HARRIS@UNIVARSOLUTIONS.COM								424690						39.25525	-84.43	010375024		OHD002899912																				UNIVAR USA INC	102971785	UNIVAR SOLUTIONS USA INC				110000393743	1321219711835	67-56-1	0000067561	Methanol	NA	NO	TRI	Pounds	YES	NO	NO	NO																				06	743.5114		743.5114	C 	3841.6585		3841.6585	C 	4585.1699	NA			0																																																			0	0					NA		0		NA		0		0					NA		0		NA		0		NA		0						NA		0		NA		0		0		0	O 	0	4585.1699	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185.7673	185.7673	0	0	0	0	0	0	7560.1646	0	7560.1646	0	0	0	0	0	0	0	0	0	7745.9319	0	0	0	0	0	NA				NA							 	
R	2021	NO	NO	SR. MANAGER, SERVICES & INTEGRATION	MARIA HARRIS	ELECTRONIC	2022-06-14	45241SHLND2788G	UNIVAR SOLUTIONS USA INC	2788 GLENDALE-MILFORD RD	EVENDALE	HAMILTON	OH	45241									YES	NO	NO	NO	NO	NO	CHRISTINA  HARRIS	2812975228		CHRISTINA.HARRIS@UNIVARSOLUTIONS.COM								424690						39.25525	-84.43	010375024		OHD002899912																				UNIVAR USA INC	102971785	UNIVAR SOLUTIONS USA INC				110000393743	1321219711811	1330-20-7	0001330207	Xylene (mixed isomers)	NA	NO	TRI	Pounds	YES	NO	NO	NO																				06	610.4825		610.4825	C 	282.3685		282.3685	C 	892.851	NA			0																																																			0	0					NA		0		NA		0		0					NA		0		NA		0		NA		0						NA		0		NA		0		0		0	O 	0	892.851	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2874.4805	0	2874.4805	0	0	0	0	0	0	0	0	0	2874.4805	0	0	0	0	0	NA				NA							 	
A	2021	NO	NO	SR. MANAGER, SERVICES & INTEGRATION	MARIA HARRIS	ELECTRONIC	2022-06-14	45241SHLND2788G	UNIVAR SOLUTIONS USA INC	2788 GLENDALE-MILFORD RD	EVENDALE	HAMILTON	OH	45241									YES	NO	NO	NO	NO	NO	CHRISTINA HARRIS	2812975228		CHARRIS@NEXEOSOLUTIONS.COM								424690						39.25525	-84.43	010375024		OHD002899912																				UNIVAR USA INC	102971785	UNIVAR SOLUTIONS USA INC				110000393743	1321219711847	71-36-3	0000071363	n-Butyl alcohol	NA	NO	TRI	Pounds	NO	NO	NO	NO																							0				0																																																									0	0																																																0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												 	
R	2021	NO	NO	HSE MANAGER	DAVID SANCHEZ	ELECTRONIC	2022-06-29	11222JSHLW420MO	JOSH LOWENSTEIN & SONS INC	420 MORGAN AVE	BROOKLYN	KINGS	NY	11222			JOSH LOWENSTEIN & SONS INC	420 MORGAN AVE	BROOKLYN	NY		11222	YES	NO	NO	NO	NO	NO	DAVID SANCHEZ	7183885410	149	DAVID.SANCHEZ@JHLOWENSTEIN.COM								325130	325613					40.71878	-73.93724	068296839		NYD068296839																						NA				110000323392	1321220211104	120-80-9	0000120809	Catechol	NA	NO	TRI	Pounds	YES	YES	NO	NO																				04	NA		0		NA		0		0	NA			0																																																			0	0					NA		0		NA		0		0					NA		0		NA		0		NA		0						NA		0		NA		0		NA		0		0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	250	0	505	250	0	0	0	0	NA				NA							 	
A	2021	NO	NO	MANUFACTURING MANAGER	CHRISTIAN EMERSON	ELECTRONIC	2022-05-25	47933HRTGP2000S	HERITAGE PRODUCTS	2000 SMITH AVE	CRAWFORDSVILLE	MONTGOMERY	IN	47933			HERITAGE PRODUCTS	2000 SMITH AVE	CRAWFORDSVILLE	IN		47933	YES	NO	NO	NO	NO	NO	CHRISTIAN EMERSON	7653649002	255	CEMERSON@HERITAGEPRODUCTSINC.COM								336370						40.076795	-86.899742	196447353		IND985092428																						HERITAGE PRODUCTS INC	HIRUTA KOGYO CO. LTD			110002116781	1321219631936	7439-96-5	0007439965	Manganese	NA	NO	TRI	Pounds	YES	NO	NO	YES																							0				0																																																									0	0																																																0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												 	
R	2021	NO	NO	DIRECTOR, EHS	JOSEPH JOHNSON	ELECTRONIC	2022-08-05	85734SFPLNOLDNO	U.S. AIR FORCE PLANT 44 - OPERATED BY RAYTHEON	1151 E. HERMANS RD	TUCSON	PIMA	AZ	85756			U.S. AIR FORCE PLANT 44 - OPERATED BY RAYTHEON	1151 E HERMANS RD BLDG 826	TUCSON	AZ		85756	YES	NO	NO	YES	YES	NO	ALEISA KRUG	5205395845		ALEISA.M.KRUG@RAYTHEON.COM								336414						32.10516	-110.948582	001339159		AZD009005422										AZMS79939										RTX CORP	001344142	RTX CORP				110016971339	1321220591820	7439-92-1	0007439921	Lead	NA	NO	PBT	Pounds	NO	YES	NO	YES	RR5																			02	0		0	O 	.00002		.00002	E1	.00002	HUGHES WASH/ SANTA CRUZ RIVER	0		0	O 																																																		1	0					NA		0		NA		0		0					NA		0		NA		0		NA		0						NA		0		NA		0		NA		0		0	.00002	0		20.377161	11.967539	32.3447	0	0	0	0	0	0	0	0	0	0	0	0	.147792	0	0	0	2.22994	0	0	34.722432	0	.184129	0	0	0	.184129	0	0	0	0	0	0	0	0	0	0	0	0	34.906561	32.3447	0	0	0	0	NA				NA							 	
R	2021	NO	NO	EHS ENGINEER	MAURICE FARTHING	ELECTRONIC	2023-09-06	36608NNMTL8375Z	RPS COMPOSITES OF ALABAMA INC	8375 ZEIGLER BLVD	MOBILE	MOBILE	AL	36608			RPS COMPOSITES OF ALABAMA INC	8375 ZEIGLER BLVD	MOBILE	AL		36608	YES	NO	NO	NO	NO	NO	KEVIN FATHING	2516333303		KFARTHING@RPSCOMPOSITES.COM								325991						30.70494	-88.23953	107972861		ALD983180290										ALG200039												NA				110003377587	1321221499849	100-42-5	0000100425	Styrene	NA	NO	TRI	Pounds	YES	YES	NO	NO																				04	NA		0		6093		6093	E2	6093	NA			0																																																			0	0					NA		0		NA		0		0					NA		0		NA		0		NA		0						NA		0		NA		0		NA		0		0	6093	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA				NA							 	
R	2021	NO	NO	GENERAL MANAGER	ALFONSO SOLIS	ELECTRONIC	2022-06-17	76086CHMCL610WT	WEATHERFORD AEROSPACE LLC	610 W THIRD ST	WEATHERFORD	PARKER	TX	76086			WEATHERFORD AEROSPACE LLC	1020 E COLUMBIA STREET	WEATHERFORD	TX		76086	YES	NO	NO	NO	NO	NO	ALFONSO SOLIS	8175945464	322	AL.SOLIS@WEATHERFORDAEROSPACE.COM								336413						32.772453	-97.801734			TXD068347814										TXRNEAD02										NOVARIA GROUP		NOVARIA GROUP				110000743740	1321219759038	N511	N511	Nitrate compounds (water dissociable; reportable only when in aqueous solution)	NA	NO	TRI	Pounds	NO	NO	NO	NO																				03	NA		0		NA		0		0	NA			0																																																			0	0					NA		0		NA		0		0					NA		0		NA		0		NA		0						NA		0		NA		0		NA		0		0	0	0		0	33912	33912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33912	33912	0	0	0	0	NA				NA							 	
R	2021	NO	NO	GENERAL MANAGER	ALFONSO SOLIS	ELECTRONIC	2022-06-17	76086CHMCL610WT	WEATHERFORD AEROSPACE LLC	610 W THIRD ST	WEATHERFORD	PARKER	TX	76086			WEATHERFORD AEROSPACE LLC	1020 E COLUMBIA STREET	WEATHERFORD	TX		76086	YES	NO	NO	NO	NO	NO	ALFONSO SOLIS	8175945464	322	AL.SOLIS@WEATHERFORDAEROSPACE.COM								336413						32.772453	-97.801734			TXD068347814										TXRNEAD02										NOVARIA GROUP		NOVARIA GROUP				110000743740	1321219759014	N090	N090	Chromium compounds (except for chromite ore mined in the Transvaal Region)	NA	NO	TRI	Pounds	YES	NO	NO	YES																				03	NA		0		NA		0		0	NA			0																																																			0	0					NA		0		NA		0		0					NA		0		NA		0		NA		0						NA		0		NA		0		NA		0		0	0	0		.06	0	.06	0	1045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1045.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1045.06	.06	0	0	0	0	NA				NA							 	
