1. FORM TYPE	2. REPORTING YEAR	3. TRADE SECRET INDICATOR	4. TRIFD	5. FACILITY NAME	6. FACILITY STREET	7. FACILITY CITY	8. FACILITY COUNTY	9. FACILITY STATE	10. FACILITY ZIP CODE	11. BIA CODE	12. TRIBE NAME	13. ENTIRE FACILITY IND	14. PARTIAL FACILITY IND	15. FEDERAL FACILITY IND	16. GOCO FACILITY IND	17. ASSIGNED FED.  FACILITY FLAG	18. ASSIGNED PARTIAL FACILITY FLAG	19. PUBLIC CONTACT NAME	20. PUBLIC CONTACT PHONE	21. PUBLIC CONTACT PHONE EXT	22. PUBLIC CONTACT EMAIL	23. PRIMARY SIC CODE	24. SIC CODE 2	25. SIC CODE 3	26. SIC CODE 4	27. SIC CODE 5	28. SIC CODE 6	29. NAICS ORIGIN	30. PRIMARY NAICS CODE	31. NAICS CODE 2	32. NAICS CODE 3	33. NAICS CODE 4	34. NAICS CODE 5	35. NAICS CODE 6	36. LATITUDE	37. LONGITUDE	38. DB NR A	39. DB NR B	40. RCRA NR A	41. RCRA NR B	42. RCRA NR C	43. RCRA NR D	44. RCRA NR E	45. RCRA NR F	46. RCRA NR G	47. RCRA NR H	48. RCRA NR I	49. RCRA NR J	50. NPDES NR A	51. NPDES NR B	52. NPDES NR C	53. NPDES NR D	54. NPDES NR E	55. NPDES NR F	56. NPDES NR G	57. NPDES NR H	58. NPDES NR I	59. NPDES NR J	60. PARENT COMPANY NAME	61. PARENT COMPANY DB NR	62. STANDARDIZED PARENT COMPANY NAME	63. FOREIGN PARENT COMPANY NAME	64. FOREIGN PARENT COMPANY DB NR	65. STANDARDIZED FOREIGN PARENT COMPANY NAME	66. FRS FACILITY ID	67. DOCUMENT CONTROL NUMBER	68. CAS NUMBER	69. TRI_CHEM_ID	70. CHEMICAL NAME	71. MIXTURE NAME	72. ELEMENTAL METAL INCLUDED	73. CLASSIFICATION	74. UNIT OF MEASURE	75. HAZARDOUS AIR POLLUTANT - HAPS	76. CARCINOGEN	77. PFAS	78. METAL IND	79. REVISION CODE 1	80. REVISION CODE 2	81. DIOXIN DISTRIBUTION 1	82. DIOXIN DISTRIBUTION 2	83. DIOXIN DISTRIBUTION 3	84. DIOXIN DISTRIBUTION 4	85. DIOXIN DISTRIBUTION 5	86. DIOXIN DISTRIBUTION 6	87. DIOXIN DISTRIBUTION 7	88. DIOXIN DISTRIBUTION 8	89. DIOXIN DISTRIBUTION 9	90. DIOXIN DISTRIBUTION 10	91. DIOXIN DISTRIBUTION 11	92. DIOXIN DISTRIBUTION 12	93. DIOXIN DISTRIBUTION 13	94. DIOXIN DISTRIBUTION 14	95. DIOXIN DISTRIBUTION 15	96. DIOXIN DISTRIBUTION 16	97. DIOXIN DISTRIBUTION 17	98. QUANTITY RELEASED PRIOR YEAR	99. QUANTITY RELEASED CURRENT YEAR	100. QUANTITY RELEASED FOLLOWING YEAR	101. QUANTITY RELEASED SECOND FOLLOWING YEAR	102. ON-SITE LIMITED RELEASES - PRIOR YEAR	103. ON-SITE LIMITED RELEASES - CURRENT YEAR	104. ON-SITE LIMITED RELEASES - FOLLOWING YEAR	105. ON-SITE LIMITED RELEASES - SECOND-FOLLOWING YEAR	106. OTHER ON-SITE RELEASES - PRIOR YEAR	107. OTHER ON-SITE RELEASES - CURRENT YEAR	108. OTHER ON-SITE RELEASES - FOLLOWING YEAR	109. OTHER ON-SITE RELEASES - SECOND-FOLLOWING YEAR	110. OFF-SITE LIMITED RELEASES - PRIOR YEAR	111. OFF-SITE LIMITED RELEASES - CURRENT YEAR	112. OFF-SITE LIMITED RELEASES - FOLLOWING YEAR	113. OFF-SITE LIMITED RELEASES - SECOND-FOLLOWING YEAR	114. OTHER OFF-SITE RELEASES - PREVIOUS YEAR	115. OTHER OFF-SITE RELEASES - CURRENT YEAR	116. OTHER OFF-SITE RELEASES - FOLLOWING YEAR	117. OTHER OFF-SITE RELEASES - SECOND-FOLLOWING YEAR	118. ENERGY RECOVERY ON SITE PRIOR YEAR	119. ENERGY RECOVERY ON SITE CURRENT YEAR	120. ENERGY RECOVERY ON SITE FOLLOWING YEAR	121. ENERGY RECOVERY ON SITE SECOND-FOLLOWING YEAR	122. ENERGY RECOVERY OFF SITE PRIOR YEAR	123. ENERGY RECOVERY OFF SITE CURRENT YEAR	124. ENERGY RECOVERY OFF SITE FOLLOWING YEAR	125. ENERGY RECOVERY OFF SITE SECOND-FOLLOWING YEAR	126. QUANTITY RECYCLED ON SITE PRIOR YEAR	127. QUANTITY RECYCLED ON SITE CURRENT YEAR	128. QUANTITY RECYCLED ON SITE FOLLOWING YEAR	129. QUANTITY RECYCLED ON SITE SECOND-FOLLOWING YEAR	130. QUANTITY RECYCLED OFF SITE PRIOR YEAR	131. QUANTITY RECYCLED OFF SITE CURRENT YEAR	132. QUANTITY RECYCLED OFF SITE FOLLOWING YEAR	133. QUANTITY RECYCLED OFF SITE SECOND-FOLLOWING YEAR	134. QUANTITY TREATED ON SITE PRIOR YEAR	135. QUANTITY TREATED ON SITE CURRENT YEAR	136. QUANTITY TREATED ON SITE FOLLOWING YEAR	137. QUANTITY TREATED ON SITE SECOND-FOLLOWING YEAR	138. QUANTITY TREATED OFF SITE PRIOR YEAR	139. QUANTITY TREATED OFF SITE CURRENT YEAR	140. QUANTITY TREATED OFF SITE FOLLOWING YEAR	141. QUANTITY TREATED OFF SITE SECOND-FOLLOWING YEAR	142. CATASTROPHIC RELEASES OR OTHER ONE-TIME EVENTS	143. PROD RATIO/ACTIVITY INDEX	144. PROD RATIO OR ACTIVITY	145. FIRST  SOURCE REDUCTION ACTIVITY CODE 	146. FIRST SOURCE REDUCTION ACTIVITY DESCRIPTION	147. FIRST SOURCE REDUCTION ACTIVITY ID METHOD - CODE 1	148. FIRST SOURCE REDUCTION ACTIVITY ID METHOD - CODE 1 DESCRIPTION	149. FIRST SOURCE REDUCTION ACTIVITY ID METHOD - CODE 2	150. FIRST SOURCE REDUCTION ACTIVITY ID METHOD - CODE 2 DESCRIPTION	151. FIRST SOURCE REDUCTION ACTIVITY ID METHOD - CODE 3	152. FIRST SOURCE REDUCTION ACTIVITY ID METHOD - CODE 3 DESCRIPTION	153. FIRST SOURCE REDUCTION ACTIVITY CODE - EST ANNUAL REDUCTION CODE	154. FIRST SOURCE REDUCTION ACTIVITY CODE - EST ANNUAL REDUCTION CODE DESCRIPTION	155. SECOND SOURCE REDUCTION ACTIVITY CODE	156. SECOND SOURCE REDUCTION ACTIVITY DESCRIPTION	157. SECOND SOURCE REDUCTION ACTIVITY ID METHOD - CODE 1	158. SECOND SOURCE REDUCTION ACTIVITY ID METHOD - CODE 1 DESCRIPTION	159. SECOND SOURCE REDUCTION ACTIVITY ID METHOD - CODE 2	160. SECOND SOURCE REDUCTION ACTIVITY ID METHOD - CODE 2 DESCRIPTION	161. SECOND SOURCE REDUCTION ACTIVITY ID METHOD - CODE 3	162. SECOND SOURCE REDUCTION ACTIVITY ID METHOD - CODE 3 DESCRIPTION	163. SECOND SOURCE REDUCTION ACTIVITY CODE - EST ANNUAL REDUCTION CODE	164. SECOND SOURCE REDUCTION ACTIVITY CODE - EST ANNUAL REDUCTION CODE DESCRIPTION	165. THIRD SOURCE REDUCTION ACTIVITY CODE	166. THIRD SOURCE REDUCTION ACTIVITY DESCRIPTION	167. THIRD SOURCE REDUCTION ACTIVITY ID METHOD - CODE 1	168. THIRD SOURCE REDUCTION ACTIVITY ID METHOD - CODE 1 DESCRIPTION	169. THIRD SOURCE REDUCTION ACTIVITY ID METHOD - CODE 2	170. THIRD SOURCE REDUCTION ACTIVITY ID METHOD - CODE 2 DESCRIPTION	171. THIRD SOURCE REDUCTION ACTIVITY ID METHOD - CODE 3	172. THIRD SOURCE REDUCTION ACTIVITY ID METHOD - CODE 3 DESCRIPTION	173. THIRD SOURCE REDUCTION ACTIVITY CODE - EST ANNUAL REDUCTION CODE	174. THIRD SOURCE REDUCTION ACTIVITY CODE - EST ANNUAL REDUCTION CODE DESCRIPTION	175. FOURTH SOURCE REDUCTION ACTIVITY CODE	176. FOURTH SOURCE REDUCTION ACTIVITY DESCRIPTION	177. FOURTH SOURCE REDUCTION ACTIVITY ID METHOD - CODE 1	178. FOURTH SOURCE REDUCTION ACTIVITY ID METHOD - CODE 1 DESCRIPTION	179. FOURTH SOURCE REDUCTION ACTIVITY ID METHOD - CODE 2	180. FOURTH SOURCE REDUCTION ACTIVITY ID METHOD - CODE 2 DESCRIPTION	181. FOURTH SOURCE REDUCTION ACTIVITY ID METHOD - CODE 3	182. FOURTH SOURCE REDUCTION ACTIVITY ID METHOD - CODE 3 DESCRIPTION	183. FOURTH SOURCE REDUCTION ACTIVITY CODE - EST ANNUAL REDUCTION CODE	184. FOURTH SOURCE REDUCTION ACTIVITY CODE - EST ANNUAL REDUCTION CODE DESCRIPTION	20251105
R	2023	NO	1606WLBCHM11JAC	LABCHEM INC	1010 JACKSON'S POINTE CT	ZELIENOPLE	BUTLER	PA	16063			YES	NO	NO	NO	NO	NO	PATRICK MAHER	4128265230		PATRICKM@LABCHEM.COM								325998						40.757626	-80.122792	153795018		PAR000537530																						TCP ANALYTICAL				110060260685	1323221543414	7697-37-2	0007697372	Nitric acid	NA	NO	TRI	Pounds	NO	NO	NO	NO																				0	0	0	0	0	0	0	0	.056	16.14	20	20	0	0	0	0	.006	.006	.01	.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		.87	PRODUCTION	NA	NA																																							
R	2023	NO	7003WSNDRL53MAI	SUN DRILLING PRODUCTS CORP	503 MAIN STREET	BELLE CHASSE	PLAQUEMINES PARISH	LA	70037			YES	NO	NO	NO	NO	NO	KRISTINA VAN HAAGEN	5043932778		KVANHAAGEN@SUNDRILLING.COM								325998						29.85831	-89.98311	065471112		LAD065471112										LA0087327										SUN DRILLING PRODUCTS CORP	065471112	SUN DRILLING PRODUCTS CORP				110000794409	1323221544846	100-42-5	0000100425	Styrene	NA	NO	TRI	Pounds	YES	YES	NO	NO																				0	0	0	0	0	0	0	0	5316	2486	2735	3009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3699	31	35	39		.79	PRODUCTION	S41	IMPROVED SCHEDULING, RECORD KEEPING, OR PROCEDURES FOR OPERATIONS, CLEANING, AND MAINTENANCE	T05	EMPLOYEE RECOMMENDATION (INDEPENDENT OF A FORMAL COMPANY PROGRAM)							S22	INSTITUTED RECIRCULATION WITHIN A PROCESS	T05	EMPLOYEE RECOMMENDATION (INDEPENDENT OF A FORMAL COMPANY PROGRAM)																											
R	2023	NO	03246NWHMP155LE	NEW HAMPSHIRE BALL BEARINGS INC	155 LEXINGTON DR	LACONIA	BELKNAP	NH	03246			YES	NO	NO	NO	NO	NO	HERB PARKHURST	6035240004	6320	HPARKHURST@NHBB.COM								332991						43.54432	-71.49148	001086321		NHD018925735										NHNOE3014										NMB USA INC	117495838	NMB USA INC	MINEBEAMITSUMI LTD			110000313731	1323222054886	N090	N090	Chromium compounds (except for chromite ore mined in the Transvaal Region)	NA	YES	TRI	Pounds	YES	NO	NO	YES																				0	0	0	0	0	0	0	0	0	0	0	0	.019	.025	.025	.025	20.7	19.181	18.8	18.8	0	0	0	0	0	0	0	0	0	0	0	0	65704.43	63466	63466	63466	0	0	0	0	0	0	0	0		1.04	PRODUCTION	NA	NA																																							
R	2023	YES	36505MTCHMHWY43	ARKEMA INC	13755 HIGHWAY 43 N	AXIS	MOBILE	AL	36505			YES	NO	NO	NO	NO	NO	RENE NERON	2518294212		RENE.NERON@ARKEMA.COM								325211	325199					30.979167	-88.028833	002290773		ALD000827154										AL0042447										ARKEMA DELAWARE INC	622121697	ARKEMA DELAWARE INC	ARKEMA A SOCIETE ANONYME (SA)			110025376448	1323222394191	TRD SECRT	TRD SECRT	Trade Secret	NA	NO	TRI	Pounds	NO	NO	NO	NO	RR5																			0	0	0	0	0	0	0	0	260	260	260	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1360000	1664000	1660000	1660000	0	0	0	0	70	70	70	70	94000	387000	10000	10000		1.36	PRODUCTION	NA	NA																																							
R	2023	NO	62526DMCRN4666F	ADM DECATUR COMPLEX	4666 FARIES PKWY E	DECATUR	MACON	IL	625265666			NO	YES	NO	NO	NO	YES	MEDIA  RELATIONS	3126348484		MEDIA@ADM.COM								311221	311119	325199	325412	311224		39.863648	-88.883624	958024911		ILR000101899	ILD984791459	ILD984791442	ILD984791434	ILD001307586						ILX0042SC	ILP000430	IL0061425								ARCHER DANIELS MIDLAND CO	001307586	ARCHER DANIELS MIDLAND CO				110050297936	1323222206284	108-88-3	0000108883	Toluene	NA	NO	TRI	Pounds	YES	NO	NO	NO																				0	0	0	0	0	0	0	0	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	ACTIVITY	NA	NA																																							
R	2023	NO	08067THBFGUSROU	LUBRIZOL CORP	76 PORCUPINE RD	PEDRICKTOWN	SALEM	NJ	08067			YES	NO	NO	NO	NO	NO	EDWARD MICHALOWSKI	8563512107		EDWARD.MICHALOWSKI@LUBRIZOL.COM								325211						39.763889	-75.422778	048585269		NJR000084244	NJD048585269																			BERKSHIRE HATHAWAY INC	001024314	BERKSHIRE HATHAWAY INC				110000321198	1323221545940	924-42-5	0000924425	N-Methylolacrylamide	NA	NO	TRI	Pounds	NO	NO	NO	NO																				0	0	0	0	0	0	0	0	7	7	7	0	0	0	0	0	.21	0	0	0	0	0	0	0	5.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	54	54	0		.76	PRODUCTION	NA	NA																																							
R	2023	NO	62525STLYM2200E	PRIMARY PRODUCTS INGREDIENTS AMERICAS LLC - DECATUR	2200 E ELDORADO ST	DECATUR	MACON	IL	62521			YES	NO	NO	NO	NO	NO	DEBBIE DICE	2176191761		DEBBIE.DICE@PRIMIENT.COM								311221						39.849947	-88.923464	122320559		ILR000213652	ILD005104781									IL0002381										PRIMARY PRODUCTS FINANCE LLC		KPS CAPITAL PARTNERS				110000578072	1323222319220	107-21-1	0000107211	Ethylene glycol	NA	NO	TRI	Pounds	YES	NO	NO	NO																				0	0	0	0	0	0	0	0	1292	1548	1550	1550	0	0	0	0	0	15661.6	16000	16000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3389682	2631033	2700000	2700000	0	180108.4	181000	181000		.84	PRODUCTION	NA	NA																																							
R	2023	NO	55425CYPRS2401E	SKYWATER TECHNOLOGY FOUNDRY INC	2401 E 86TH ST	BLOOMINGTON	HENNEPIN	MN	55425			YES	NO	NO	NO	NO	NO	PETE ROTH	9528515156		PETE.ROTH@SKYWATERTECHNOLOGY.COM								334413						44.84786	-93.23745	790664510		MND118765791										MN0056723												SKYWATER TECHNOLOGY INC				110000425807	1323222321630	376-06-7	0000376067	Perfluorotetradecanoic acid	NA	NO	TRI	Pounds	NO	NO	YES	NO																				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.0000011	.0000011	.0000011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		.84	PRODUCTION	NA	NA																																							
R	2023	NO	64802CXPLS3078C	EBV EXPLOSIVES ENVIRONMENTAL CO	4174 COUNTY RD 180	CARTHAGE	JASPER	MO	64836			YES	NO	NO	NO	NO	NO	DAVID ZOGHBY	4176254412		DAVE.ZOGHBY@GD-OTS.COM								562211						37.0969	-94.38559	044520877		MOD985798164										MO0113506										ARCWOOD ENVIRONMENTAL LLC	130814528	ARCWOOD ENVIRONMENTAL LLC				110064173291	1323222321008	7440-47-3	0007440473	Chromium	NA	NO	TRI	Pounds	YES	NO	NO	YES																				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1738	1738	1738	0	0	0	0	0	0	0	0	0	0	0	0	0	22856	22856	22856	0	0	0	0	0	0	0	0		3	ACTIVITY	NA	NA																																							
R	2023	NO	6746WCRTNT873NH	CERTAINTEED LLC	873 N HICKORY ST	MCPHERSON	MCPHERSON	KS	67460			YES	NO	NO	NO	NO	NO	MICHAEL MONROE	7857616449		MICHAEL.MONROE@SAINT-GOBAIN.COM								326199						38.37849	-97.67606			KSD000224535										KSR090529										SAINT-GOBAIN CORP	879321644	SAINT-GOBAIN CORP	COMPANGNIE DE SAINT GOBAIN	275133692		110003144909	1323222320222	N090	N090	Chromium compounds (except for chromite ore mined in the Transvaal Region)	NA	NO	TRI	Pounds	YES	NO	NO	YES																				0	0	0	0	0	0	0	0	0	0	0	0	125.93	115.44	115.44	115.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	PRODUCTION	NA	NA																																							
R	2023	NO	33605TMPFL425S2	MPLX TERMINALS LLC - TAMPA FL TERMINAL	425 S 20TH ST	TAMPA	HILLSBOROUGH	FL	33605			YES	NO	NO	NO	NO	NO	SUE BARTO	4194295266		MSBARTO@MARATHONPETROLEUM.COM								424710						27.946989	-82.437443	022205515		FLD065919763										FLR05H434										MARATHON PETROLEUM CORP	968393996	MARATHON PETROLEUM CORP				110000746916	1323221797754	91-20-3	0000091203	Naphthalene	NA	NO	TRI	Pounds	YES	YES	NO	NO																				0	0	0	0	0	0	0	0	58	57	57	57	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	490	780	780	780	0	0	0	0		1.11	PRODUCTION	NA	NA																																							
R	2023	NO	40216LSVLL3920K	MPLX TERMINALS LLC - LOUISVILLE KRAMERS KY TERMINAL	3920 KRAMERS LN	LOUISVILLE	JEFFERSON	KY	40216			YES	NO	NO	NO	NO	NO	SUE BARTO	4194295266		MSBARTO@MARATHONPETROLEUM.COM								424710						38.204774	-85.848909	877080820		KYD071316095																				MARATHON PETROLEUM CORP	968393996	MARATHON PETROLEUM CORP				110000378528	1323221797386	95-63-6	0000095636	1,2,4-Trimethylbenzene	NA	NO	TRI	Pounds	NO	NO	NO	NO																				0	0	0	0	0	0	0	0	5	23	23	23	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1.14	PRODUCTION	NA	NA																																							
R	2023	NO	48174RMLSR28000	MPLX TERMINALS LLC - ROMULUS MI TERMINAL	28001 CITRIN DR	ROMULUS	WAYNE	MI	48174			YES	NO	NO	NO	NO	NO	SUE BARTO	4194295266		MSBARTO@MARATHONPETROLEUM.COM								424710						42.245659	-83.308248	556964810		MID057697591										MIS320010										MARATHON PETROLEUM CORP	968393996	MARATHON PETROLEUM CORP				110009597864	1323221799339	110-54-3	0000110543	n-Hexane	NA	NO	TRI	Pounds	YES	NO	NO	NO																				0	0	0	0	0	0	0	0	610	589	590	590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		.8	PRODUCTION	NA	NA																																							
R	2023	NO	96705KLCTR4392W	PORT ALLEN GENERATING STATION	261 AKAULA ST.	ELEELE	KAUAI	HI	96705			YES	NO	NO	NO	NO	NO	RICHARD VETTER	8082462335		RVETTER@KIUC.COOP								221112						21.899556	-159.585194			HIR000135103																				KAUAI ISLAND UTILITY COOPERATIVE		KAUAI ISLAND UTILITY COOPERATIVE				110064110652	1323221553530	7664-93-9	0007664939	Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)	NA	NO	TRI	Pounds	NO	NO	NO	NO																				0	0	0	0	0	0	0	0	2.44	2.15	2.15	2.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		.69	PRODUCTION	NA	NA																																							
R	2023	NO	7752WSYNTC75FM1	SYNTECH CEDAR PORT	7500 FM-1405	BAYTOWN	CHAMBERS	TX	77523			YES	NO	NO	NO	NO	NO	CHRISTIAAN B. STEVENS	7134335818	102	CBSTEVENS1@AOL.COM								325998						29.753659	-94.893257																													110071286404	1323222321869	7647-01-0	0007647010	Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)	NA	NO	TRI	Pounds	YES	NO	NO	NO																				0	0	0	0	0	0	0	0	0	.645	.645	.645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1.52	PRODUCTION	NA	NA																																							
