1. FORM TYPE	2. REPORTING YEAR	3. TRADE SECRET INDICATOR	4. SANITIZED INDICATOR	5. TITLE OF CERTIFYING OFFICIAL	6. NAME OF CERTIFYING OFFICIAL	7. CERTIFYING OFFICIAL S SIGNATURE INDICATOR	8. DATE SIGNED	9. TRIFD	10. FACILITY NAME	11. FACILITY STREET	12. FACILITY CITY	13. FACILITY COUNTY	14. FACILITY STATE	15. FACILITY ZIP CODE	16. BIA CODE	17. TRIBE NAME	18. MAILING NAME	19. MAILING STREET	20. MAILING CITY	21. MAILING STATE	22. MAILING PROVINCE	23. MAILING ZIP CODE	24. ENTIRE FACILITY IND	25. PARTIAL FACILITY IND	26. FEDERAL FACILITY IND	27. GOCO FACILITY IND	28. ASSIGNED FED FACILITY FLAG	29. ASSIGNED PARTIAL FACILITY FLAG	30. PUBLIC CONTACT NAME	31. PUBLIC CONTACT PHONE	32. PUBLIC CONTACT PHONE EXT	33. PUBLIC CONTACT EMAIL	34. PRIMARY SIC CODE	35. SIC CODE 2	36. SIC CODE 3	37. SIC CODE 4	38. SIC CODE 5	39. SIC CODE 6	40. NAICS ORIGIN	41. PRIMARY NAICS CODE	42. NAICS CODE 2	43. NAICS CODE 3	44. NAICS CODE 4	45. NAICS CODE 5	46. NAICS CODE 6	47. LATITUDE	48. LONGITUDE	49. D and B NR A	50. D and B NR B	51. RCRA NR A	52. RCRA NR B	53. RCRA NR C	54. RCRA NR D	55. RCRA NR E	56. RCRA NR F	57. RCRA NR G	58. RCRA NR H	59. RCRA NR I	60. RCRA NR J	61. NPDES NR A	62. NPDES NR B	63. NPDES NR C	64. NPDES NR D	65. NPDES NR E	66. NPDES NR F	67. NPDES NR G	68. NPDES NR H	69. NPDES NR I	70. NPDES NR J	71. PARENT COMPANY NAME	72. PARENT COMPANY D and B NR	73. STANDARDIZED PARENT COMPANY NAME	74. FOREIGN PARENT COMPANY NAME	75. FOREIGN PARENT COMPANY D and B NR	76. STANDARDIZED FOREIGN PARENT COMPANY NAME	77. FRS FACILITY ID	78. DOCUMENT CONTROL NUMBER	79. CAS NUMBER	80. TRI_CHEM_ID	81. CHEMICAL NAME	82. MIXTURE NAME	83. ELEMENTAL METAL INCLUDED	84. CLASSIFICATION	85. UNIT OF MEASURE	86. HAZARDOUS AIR POLLUTANT - HAPS	87. CARCINOGEN	88. PFAS_IND	89. METAL IND	90. REVISION CODE 1	91. REVISION CODE 2	92. DIOXIN DISTRIBUTION 1	93. DIOXIN DISTRIBUTION 2	94. DIOXIN DISTRIBUTION 3	95. DIOXIN DISTRIBUTION 4	96. DIOXIN DISTRIBUTION 5	97. DIOXIN DISTRIBUTION 6	98. DIOXIN DISTRIBUTION 7	99. DIOXIN DISTRIBUTION 8	100. DIOXIN DISTRIBUTION 9	101. DIOXIN DISTRIBUTION 10	102. DIOXIN DISTRIBUTION 11	103. DIOXIN DISTRIBUTION 12	104. DIOXIN DISTRIBUTION 13	105. DIOXIN DISTRIBUTION 14	106. DIOXIN DISTRIBUTION 15	107. DIOXIN DISTRIBUTION 16	108. DIOXIN DISTRIBUTION 17	109. MAXIMUM AMOUNT ON SITE	110. FUGITIVE AIR EMISSIONS - TOTAL RELEASE POUNDS	111. FUGITIVE AIR EMISSIONS - TOTAL RELEASE RANGE CODE	112. TOTAL FUGITIVE AIR EMISSIONS	113. FUGITIVE AIR EMISSIONS - BASIS OF ESTIMATE	114. STACK AIR EMISSIONS - RELEASE POUNDS	115. STACK AIR EMISSIONS - RELEASE RANGE CODE	116. TOTAL STACK AIR EMISSIONS	117. STACK AIR EMISSIONS - BASIS OF ESTIMATE	118. TOTAL AIR EMISSIONS	119. DISCHARGES TO STREAM A - STREAM NAME	120. DISCHARGES TO STREAM A - RELEASE POUNDS	121. DISCHARGES TO STREAM A - RELEASE RANGE CODE	122. TOTAL DISCHARGES TO STREAM A	123. DISCHARGES TO STREAM A - BASIS OF ESTIMATE	124. DISCHARGES TO STREAM A -     % FROM STORMWATER	125. DISCHARGES TO STREAM B - STREAM NAME	126. DISCHARGES TO STREAM B - RELEASE POUNDS	127. DISCHARGES TO STREAM B - RELEASE RANGE CODE	128. TOTAL DISCHARGES TO STREAM B	129. DISCHARGES TO STREAM B - BASIS OF ESTIMATE	130. DISCHARGES TO STREAM B - % FROM STORMWATER	131. DISCHARGES TO STREAM C - STREAM NAME	132. DISCHARGES TO STREAM C - RELEASE POUNDS	133. DISCHARGES TO STREAM C - RELEASE RANGE CODE	134. TOTAL DISCHARGES TO STREAM C	135. DISCHARGES TO STREAM C - BASIS OF ESTIMATE	136. DISCHARGES TO STREAM C - % FROM STORMWATER	137. DISCHARGES TO STREAM D - STREAM NAME	138. DISCHARGES TO STREAM D - RELEASE POUNDS	139. DISCHARGES TO STREAM D - RELEASE RANGE CODE	140. TOTAL DISCHARGES TO STREAM D	141. DISCHARGES TO STREAM D - BASIS OF ESTIMATE	142. DISCHARGES TO STREAM D - % FROM STORMWATER	143. DISCHARGES TO STREAM E - STREAM NAME	144. DISCHARGES TO STREAM E - RELEASE POUNDS	145. DISCHARGES TO STREAM E - RELEASE RANGE CODE	146. TOTAL DISCHARGES TO STREAM E	147. DISCHARGES TO STREAM E - BASIS OF ESTIMATE	148. DISCHARGES TO STREAM E - % FROM STORMWATER	149. DISCHARGES TO STREAM F - STREAM NAME	150. DISCHARGES TO STREAM F - RELEASE POUNDS	151. DISCHARGES TO STREAM F - RELEASE RANGE CODE	152 TOTAL DISCHARGES TO STREAM F	153 DISCHARGES TO STREAM F - BASIS FOR ESTIMATE	154. DISCHARGES TO STREAM F - % FROM STORMWATER	155. DISCHARGES TO STREAM G - STREAM NAME	156. DISCHARGES TO STREAM G - RELEASE POUNDS	157. DISCHARGES TO STREAM G - RELEASE RANGE CODE	158. TOTAL DISCHARGES TO STREAM G	159. DISCHARGES TO STREAM G - BASIS FOR ESTIMATE	160. DISCHARGES TO STREAM G - % FROM STORMWATER	161. DISCHARGES TO STREAM H - STREAM NAME	162. DISCHARGES TO STREAM H - RELEASE POUNDS	163. DISCHARGES TO STREAM H - RELEASE RANGE CODE	164. TOTAL DISCHARGES TO STREAM H	165. DISCHARGES TO STREAM H - BASIS FOR ESTIMATE	166. DISCHARGES TO STREAM H - % FROM STORMWATER	167. DISCHARGES TO STREAM I - STREAM NAME	168. DISCHARGES TO STREAM I - RELEASE POUNDS	169. DISCHARGES TO STREAM I - RELEASE RANGE CODE	170. TOTAL DISCHARGES TO STREAM I	171. DISCHARGES TO STREAM I - BASIS FOR ESTIMATE	172. DISCHARGES TO STREAM I - % FROM STORMWATER	173. TOTAL NUMBER OF RECEIVING STREAMS	174. TOTAL SURFACE WATER DISCHARGE	175. ON-SITE UNDERGROUND INJ -  RELEASE POUNDS	176. ON-SITE UNDERGROUND INJ - RELEASE RANGE CODE	177. TOTAL ON-SITE UNDERGROUND INJ - POUNDS	178. ON-SITE UNDERGROUND INJ - BASIS FOR ESTIMATE	179. ON-SITE UGRND INJ TO CL I WELLS - RELEASE POUNDS	180. ON-SITE UGRND INJ TO CL I WELLS - RELEASE RANGE CODE	181. TOTAL ON-SITE UGRND INJ TO CL I WELLS - POUNDS	182. ON-SITE UGRND INJ TO CL I WELLS - BASIS OF ESTIMATE	183. ON-SITE UGRND INJ TO CL II-V WELLS - RELEASE POUNDS	184. ON-SITE UGRND INJ TO CL II-V WELLS - RELEASE RANGE CODE	185. TOTAL ON-SITE UGRND INJ TO CL II-V WELLS - POUNDS	186. ON-SITE UNGRND INJ TO CL II-V WELLS - BASIS OF ESTIMATE	187. TOTAL ON-SITE UNDERGROUND INJECTION	188. ON-SITE LANDFILLS - RELEASE POUNDS	189. ON-SITE LANDFILLS - RELEASE RANGE CODE	190. TOTAL ON-SITE LANDFILLS	191. ON-SITE LANDFILLS - BASIS OF ESTIMATE	192. ON-SITE RCRA SUBTITLE C LANDFILLS - RELEASE POUNDS	193. ON-SITE RCRA SUBTITLE C LANDFILLS - RELEASE RANGE CODE	194. TOTAL ON-SITE RCRA SUBTITLE C LANDFILLS - POUNDS	195. ON-SITE RCRA SUBTITLE C LANDFILLS - BASIS OF ESTIMATE	196. OTHER LANDFILLS - RELEASE POUNDS	197. OTHER LANDFILLS - RELEASE RANGE CODE	198. TOTAL OTHER ON-SITE LANDFILLS	199. OTHER LANDFILLS - BASIS OF ESTIMATE	200. LAND TRTMT/APPL FARMING - RELEASE POUNDS	201. LAND TRTMT/APPL FARMING - RELEASE RANGE CODE	202. TOTAL ON-SITE LAND TREATMENT	203. LAND TRTMT/APPL FARMING - BASIS OF ESTIMATE	204. SURFACE IMPOUNDMENT - RELEASE POUNDS	205. SURFACE IMPOUNDMENT - RANGE CODE	206. TOTAL SURFACE IMPOUNDMENTS	207. SURFACE IMPOUNDMENT - BASIS OF ESTIMATE	208. RCRA C SURFACE IMPOUNDMENT - RELEASE POUNDS	209. RCRA C SURFACE IMPOUNDMENT - RANGE CODE	210. TOTAL RCRA C SURFACE IMPOUNDMENTS	211. RCRA C SURFACE IMPOUNDMENT - BASIS OF ESTIMATE	212. OTHER SURFACE IMPOUNDMENT - RELEASE POUNDS	213. OTHER SURFACE IMPOUNDMENT - RANGE CODE	214. TOTAL OTHER SURFACE IMPOUNDMENTS	215. OTHER SURFACE IMPOUNDMENT - BASIS OF ESTIMATE	216. OTHER DISPOSAL - RELEASE POUNDS	217. OTHER DISPOSAL - RANGE CODE	218. TOTAL OTHER DISPOSAL	219. OTHER DISPOSAL - BASIS OF ESTIMATE	220. TOTAL ON-SITE LAND RELEASES	221. TOTAL ON-SITE RELEASES	222. WASTE ROCK PILE MANAGED INDICATOR	223. WASTE ROCK QUANTITY	224. OFF SITE - POTW RELEASES 81C	225. OFF SITE - POTW RELEASES 81D	226. OFF SITE - POTW RELEASES	227. OFF-SITE - STORAGE ONLY	228. OFF-SITE - SOLIDIFICATION/STABILIZATION  - METALS AND METAL COMPOUNDS ONLY	229. OFF-SITE - WASTEWATER TREATMENT RELEASE (EXCLUDING POTWs) - METALS AND METAL COMPOUNDS ONLY	230. OFF-SITE - SOLIDIFICATION/STABLIZATION - RELEASE - METALS AND METAL COMPOUNDS ONLY	231. OFF-SITE - WASTEWATER TREATMENT (EXCLUDING POTWS) METALS AND METAL COMPOUNDS ONLY	232. OFF-SITE - UNDERGROUND INJECTION	233. OFF-SITE - UNDERGROUND INJECTION - CLASS 1 WELLS	234. OFF-SITE - UNDERGROUND INJECTION - CLASS II-V WELLS	235. OFF-SITE - LANDFILLS/DISPOSAL SURFACE IMPOUNDMENTS	236. OFF-SITE - SURFACE IMPOUNDMENT	237. OFF-SITE - RCRA SUBTITLE C SURFACE IMPOUNDMENTS	238. OFF-SITE - OTHER SURFACE IMPOUNDMENTS	239. OFF-SITE - OTHER LANDFILLS	240. OFF-SITE - RCRA SUBTITLE C LANDFILLS	241. OFF-SITE - DISPOSAL - LAND TREATMENT	242. OFF-SITE - DISPOSAL - OTHER LAND DISPOSAL	243. OFF-SITE - DISPOSAL - OTHER OFF-SITE MANAGEMENT	244. OFF-SITE - DISPOSAL - TRANSFER TO WASTE BROKER	245. OFF-SITE - DISPOSAL - UNKNOWN	246. TOTAL TRANSFERRED OFF SITE FOR DISPOSAL	247. OFF-SITE - RECYCLING - SOLVENTS/ORGANICS RECOVERY	248. OFF-SITE - RECYCLING -METALS RECOVERY	249. OFF-SITE - RECYCLING - OTHER REUSE OR RECOVERY	250. OFF-SITE - RECYCLING - ACID REGENERATION	251. OFF-SITE - RECYCLING - TRANSFER TO WASTE BROKER	252. TOTAL TRANSFERRED OFF SITE FOR RECYCLING	253. OFF-SITE - ENERGY RECOVERY	254. OFF-SITE - TRANSFER TO WASTE BROKER FOR ENERGY RECOVERY	255. TOTAL TRANSFERRED OFF SITE FOR ENERGY RECOVERY	256. OFF-SITE - POTW TREATMENT	257. OFF-SITE - SOLIDIFICATION/STABILIZATION TREATMENT - NON METALS	258. OFF-SITE -INCINERATION/THERMAL TREATMENT	259. OFF-SITE - INCINERATION/INSIGNIFICANT HEAT VALUE	260. OFF-SITE - WASTEWATER TREATMENT (EXCLUDING POTWs) - NON-METALS ONLY	261. OFF-SITE - OTHER WASTE TREATMENT	262. OFF-SITE -  TRANSFER TO WASTE BROKER - WASTE TREATMENT	263. TOTAL TRANSFERRED OFF SITE FOR TREATMENT	264. OFF-SITE - TRANSFER TO WASTE BROKER	265. TOTAL TRANSFERRED OFF SITE FOR FURTHER WASTE MANAGEMENT	266. TOTAL POTW TRANSFER	267. ENERGY RECOVERY ON SITE CURRENT YEAR	268. RECYCLED ON SITE CURRENT YEAR	269. TREATED ON SITE CURRENT YEAR	270. TOTAL ON-SITE WASTE MANAGEMENT	271. ON-SITE ENERGY RECOVERY METHOD 1	272. ON-SITE ENERGY RECOVERY METHOD 2	273. ON-SITE ENERGY RECOVERY METHOD 3	274. ON-SITE ENERGY RECOVERY METHOD 4	275. ON-SITE RECYCLING PROCESSES METHOD 1	276. ON-SITE RECYCLING PROCESSES METHOD 2	277. ON-SITE RECYCLING PROCESSES METHOD 3	278. ON-SITE RECYCLING PROCESSES METHOD 4	279. ON-SITE RECYCLING PROCESSES METHOD 5	280. ON-SITE RECYCLING PROCESSES METHOD 6	281. ON-SITE RECYCLING PROCESSES METHOD 7	20251105
R	2022	NO	NO	MANAGER	CHRISTOPHER  SCHMIDT	ELECTRONIC	2024-05-29	67846HYCNC2005N	TEX OK KAN OIL FIELD SERVICES LLC	2005 N TAYLOR AVE	GARDEN CITY	FINNEY	KS	67846			TEX OK KAN OIL FIELD SERVICES LLC	2005 N TAYLOR AVE	GARDEN CITY	KS		67846	YES	NO	NO	NO	NO	NO	CHRIS SCHMIDT	6202717310		CHRIS@TOKMANUFACTURING.COM								332420						37.98478	-100.88342	034755743		KSD007233372																						NA				110011457789	1322221606320	7439-92-1	0007439921	Lead	NA	NO	PBT	Pounds	NO	YES	NO	YES																				03	NA		0		NA		0		0	NA			0																																																			0	0					NA		0		NA		0		0					NA		0		NA		0		NA		0						NA		0		NA		0		NA		0		0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	0	0	0	403	0	0	0	0	0	0	0	0	0	0	0	0	403	0	0	0	0	0	NA				NA							 	
R	2022	NO	NO	GENERAL MANAGER	HAROLD SCHLEIMER	ELECTRONIC	2024-04-24	66002WMCMF1116U	WE MAC MANUFACTURING	11016 W HWY 59	ATCHISON	ATCHISON	KS	66002			WE MAC MANUFACTURING	326 E 14TH AVE	KANSAS CITY	MO		64116	YES	NO	NO	NO	NO	NO	HAROLD SCHLEIMER	8162211850		HAROLD@WEMACTANKS.COM								332420						39.5493	-95.1634	007178635		KSR000010272										KSR000576												NA				110006014080	1322221558253	7439-96-5	0007439965	Manganese	NA	NO	TRI	Pounds	YES	NO	NO	YES	RR4																			04	834		834	E2	NA		0		834	NA			0																																																			0	0					NA		0		NA		0		0					NA		0		NA		0		NA		0						NA		0		NA		0		NA		0		0	834	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3500	0	0	0	3500	0	0	0	0	0	0	0	0	0	0	0	0	3500	0	0	0	0	0	NA				NA							 	
R	2022	NO	NO	EHS MANAGER	JULIE MORRIS	ELECTRONIC	2024-04-26	70663WRGRCDAVIS	W R GRACE & CO-CONN GRACE	1800 DAVISON RD	SULPHUR	CALCASIEU PARISH	LA	70665									YES	NO	NO	NO	NO	NO	GREG GRAY	3375833403		GREG.GRAY@GRACE.COM								325180						30.156194	-93.339443	008080434		LAD008080434										LAR10O793										W R GRACE & CO	001367846	W R GRACE & CO				110041055032	1322221560004	7664-41-7	0007664417	Ammonia	NA	NO	TRI	Pounds	NO	NO	NO	NO	RR5																			05	85633		85633	C 	320170		320170	C 	405803	CALCASIEU RIVER	31390		31390	M2	0																																																	1	31390					NA		0		NA		0		0					NA		0		NA		0		NA		0						NA		0		NA		0		NA		0		0	437193	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3102	0	0	0	0	0	0	3102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3102	0	0	9556409	0	9556409	NA				H39							 	
A	2022	NO	NO	PROCESS QUALITY MANAGER	KAONI RHODES	ELECTRONIC	2024-04-10	53051MLSLV14765	BRENNTAG GREAT LAKES LLC	14765 W BOBOLINK AVE	MENOMONEE FALLS	WAUKESHA	WI	53051			BRENNTAG GREAT LAKES LLC	PO BOX 444	BUTLER	WI		53007	YES	NO	NO	NO	NO	NO	KAONI RHODES	2623498061		KRHODES@BRENNTAG.COM								424690	325998					43.1255	-88.0947	042454228		WID023350192																				BRENNTAG N.A. INC	041167107	BRENNTAG NORTH AMERICA INC	BRENNTAG AG	507091739		110000416522	1322221551310	108-10-1	0000108101	Methyl isobutyl ketone	NA	NO	TRI	Pounds	YES	YES	NO	NO																							0				0																																																									0	0																																																0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												 	
R	2022	NO	NO	VP OF MILL OPERATIONS	FRED PERRETT	ELECTRONIC	2024-05-03	31521BRNSW14W9T	BRUNSWICK CELLULOSE LLC	1400 W 9TH ST	BRUNSWICK	GLYNN	GA	31520			BRUNSWICK CELLULOSE LLC	1400 W 9TH ST	BRUNSWICK	GA		31520	YES	NO	NO	NO	NO	NO	CJ DRAKE	9124005301		CJDRAKE@GAPAC.COM								322110						31.173147	-81.519247	002270239		GAD002270239										GAIS02742	GA0003654									KOCH INC.	119316570	KOCH INC				110020517412	1322221566476	N040	N040	Barium compounds (except for barium sulfate (CAS No. 7727-43-7))	NA	NO	TRI	Pounds	NO	NO	NO	YES	RR4																			04	NA		0		310		310	E1	310	TURTLE RIVER-03070203000017	0		0	O 																																																		1	0					NA		0		NA		0		0					NA		0		1500		1500	E2	NA		0						NA		0		NA		0		NA		0		1500	1810	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA				NA							 	
R	2022	NO	NO	VP OF MANUFACTURING OPERATIONS	STEVE MAHARAJ	ELECTRONIC	2024-05-06	31326FRTHWROUTE	GEORGIA-PACIFIC SAVANNAH RIVER LLC	437 OLD AUGUSTA RD SOUTH	RINCON	EFFINGHAM	GA	31326			GEORGIA-PACIFIC SAVANNAH RIVER LLC	437 OLD AUGUSTA ROAD S	RINCON	GA		31326	YES	NO	NO	NO	NO	NO	JENNIFER HARPER	9128269176		JENNIFER.HARPER@GAPAC.COM								322291						32.33113	-81.20178	118492108		GAD984272088										GAIS02392	GA0046973									KOCH INC.	119316570	KOCH INC				110061627271	1322221569142	67-56-1	0000067561	Methanol	NA	NO	TRI	Pounds	YES	NO	NO	NO	RR5																			02	760		760	E1	11000		11000	M2	11760	SAVANNAH RIVER -03060109000009	180		180	C 																																																		1	180					NA		0		NA		0		0					NA		0		NA		0		NA		0						NA		0		NA		0		NA		0		0	11940	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94000	94000	NA				NA							 	
R	2022	NO	NO	EHS SPECIALIST	MATTHEW RUBAS	ELECTRONIC	2024-05-01	60123LGLYN1565F	ELGILOY SPECIALTY METALS	1565 FLEETWOOD DR	ELGIN	KANE	IL	60123			ELGILOY SPECIALTY METALS	1565 FLEETWOOD DR	ELGIN	IL		60123	YES	NO	NO	NO	NO	NO	JAMES DARROW	9126743645		JAMESD@ELGILOY.COM								331221						42.02039	-88.315098													ILP000320										COMBINED METALS CO LLC	053201315	COMBINED METALS CO LLC				110000430926	1322221563962	7440-48-4	0007440484	Cobalt	NA	NO	TRI	Pounds	YES	YES	NO	YES																				04	NA		0		NA		0		0	NA			0																																																			0	0					NA		0		NA		0		0					NA		0		NA		0		NA		0						NA		0		NA		0		NA		0		0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4325	4325	0	0	0	0	0	0	0	0	0	0	0	0	4325	0	0	0	0	0	NA				NA							 	
R	2022	NO	NO	DEPUTY ASSISTANT SECRETARY	DARIN BARBER	ELECTRONIC	2024-05-02	62454MRTHNMARAT	MARATHON PETROLEUM CO LP ILLINOIS REFINING DIV	400 S MARATHON AVE	ROBINSON	CRAWFORD	IL	62454			MARATHON PETROLEUM CO LP ILLINOIS REFINING DIV	PO BOX 1200 ILLINOIS REFINING DIV	ROBINSON	IL		62454	YES	NO	NO	NO	NO	NO	SUSAN J HAWKINS	6184695379		SJHAWKINS@MARATHONPETROLEUM.COM								324110						39.002146	-87.725378	175805027	005476882	ILD005476882										IL0004073												MARATHON PETROLEUM CORP				110000439428	1322221564279	N511	N511	Nitrate compounds (water dissociable; reportable only when in aqueous solution)	NA	NO	TRI	Pounds	NO	NO	NO	NO	RR5	RR6																		04	NA		0		NA		0		0	UNNAMED WATER BODY	242634		242634	M2																																																		1	242634					NA		0		NA		0		0					NA		0		NA		0		NA		0						NA		0		NA		0		NA		0		0	242634	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA				NA							 	
R	2022	NO	NO	VP ENV AFFAIRS	CHRIS RUTHERFORD	ELECTRONIC	2024-05-02	36081SNDRSHENDE	SANDERS LEAD CO INC.	1 SANDERS RD	TROY	PIKE	AL	36079			SANDERS LEAD CO INC.	P.O. DRAWER 707	TROY	AL		36081	YES	NO	NO	NO	NO	NO	CHRIS RUTHERFORD	3345661563	268	CHRIS-RUTHERFORD@SANDERSLEAD.COM								331492						31.788115	-85.977613	046481032		ALD046481032																						SANDERS LEAD CO INC				110070828269	1322221564901	7440-38-2	0007440382	Arsenic	NA	NO	TRI	Pounds	YES	YES	NO	YES	RR4																			05	1.31352		1.31352	M2	.0076		.0076	M2	1.32112	NA			0																																																			0	0					NA		0		NA		0		0					NA		0		67918.16		67918.16	M2	NA		0						NA		0		NA		0		NA		0		67918.16	67919.48112	0		0	11.56	11.56	0	0	0	0	0	0	0	0	0	0	0	0	0	113.61	0	0	0	0	0	125.17	0	38047.35	0	0	0	38047.35	0	0	0	0	0	0	0	0	0	0	0	0	38172.52	11.56	0	341683.7	0	341683.7	NA				H10							 	
R	2022	NO	NO	ENVIRONMENTAL HEALTH AND SAFETY COORDINATOR	JESSICA SHANER	ELECTRONIC	2024-05-09	43756JPTRN5037N	MIBA BEARINGS US LLC	5037 N STATE RT 60	MC CONNELSVILLE	MORGAN	OH	43756			MIBA BEARINGS US LLC	5037 N STATE RT 60	MC CONNELSVILLE	OH		43756	YES	NO	NO	NO	NO	NO	ANGIE AUGENSTEIN	7409624242	1008	ANGIE.AUGENSTEIN@MIBA.COM								333613						39.67442	-81.88142	038068826		OHD004288056										OH0048372												MIBA AG				110000384593	1322221572504	N420	N420	Lead compounds	NA	NO	PBT	Pounds	YES	NO	NO	YES																				05	33.2		33.2	O 	NA		0		33.2	MUSKINGUM RIVER	33.2		33.2	M1																																																		1	33.2					NA		0		NA		0		0					NA		0		NA		0		NA		0						NA		0		NA		0		NA		0		0	66.4	0		0	0	0	79.2	0	418.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	497.8	0	632173.44	0	0	0	632173.44	0	0	0	0	0	0	0	0	0	0	0	0	632671.24	0	0	0	0	0	NA				NA							 	
R	2022	NO	NO	VP - CELLULOSE OPERATIONS	CHRISTOPHER READ	ELECTRONIC	2024-05-30	32347BCKYCROUTE	FOLEY CELLULOSE LLC	1 BUCKEYE DR	PERRY	TAYLOR	FL	32348			FOLEY CELLULOSE LLC	1 BUCKEYE DR	PERRY	FL		32348	YES	NO	NO	NO	NO	NO	DEAN AHRENS	8503719635		JERRY.AHRENS@GAPAC.COM								322110						30.068694	-83.52375	035699146		FLD004057105										FLR05G876	FLG071465	FL0000876								KOCH INC.	119316570	KOCH INC				110056962381	1322221609225	N450	N450	Manganese compounds	NA	NO	TRI	Pounds	YES	NO	NO	YES	RR5																			05	89		89	E1	660		660	E1	749	FENHOLLOWAY RIVER ESTUARY-WBID 3473A	21000		21000	E1																																																		1	21000					NA		0		NA		0		0					NA		0		170000		170000	M2	NA		0						NA		0		NA		0		NA		0		170000	191749	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA				NA							 	
R	2022	NO	NO	MGR, ENVIRONMENTAL ENGINEER	ANJLI PATEL	ELECTRONIC	2024-05-13	6402WMRCNT1ITAL	AMERICAN ITALIAN PASTA CO	1000 ITALIAN WAY	EXCELSIOR SPRINGS	CLAY	MO	64024			AMERICAN ITALIAN PASTA CO	1000 ITALIAN WAY	EXCELSIOR SPRINGS	MO		64024	YES	NO	NO	NO	NO	NO	ERIC MOSES	8166372291		ERIC.MOSES@WINLANDFOODS.COM								311824						39.36774	-94.22843	160899605												MOR130159										WINLAND FOODS INC	119329249	WINLAND FOODS INC				110001453622	1322221578103	2699-79-8	0002699798	Sulfuryl fluoride	NA	NO	TRI	Pounds	NO	NO	NO	NO																				04	16802		16802	C 	0		0	C 	16802	NA			0																																																			0	0					NA		0		NA		0		0					NA		0		NA		0		NA		0						NA		0		NA		0		NA		0		0	16802	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA				NA							 	
